"","values","value2"
"615",0.0566,0.0566
"616",0.0109,0.0109
"617",0.07525,0.07525
"618",0.0265,0.0265
"619",0.01955,0.01955
"620",0.0083,0.0083
"621",0.0106,0.0106
"622",0.0021,0.0021
"623",0.0119,0.0119
"624",0.0057,0.0057
"625",0.0031,0.0031
"626",0.0023,0.0023
"627",0.0024,0.0024
"628",0.0014,0.0014
"629",0.00275,0.00275
"630",0.0024,0.0024
"631",0.00385,0.00385
"632",0.0019,0.0019
"633",0.0026,0.0026
"634",0.0013,0.0013
"635",0.005,0.005
"636",0.0023,0.0023
"637",0.01005,0.01005
"638",0.0087,0.0087
"639",0.0131,0.0131
"640",0.0019,0.0019
"641",0.07455,0.07455
"642",0.003,0.003
"643",0.06405,0.06405
"644",0.0038,0.0038
"645",0.04715,0.04715
"646",0.0079,0.0079
"647",0.0869,0.0869
"648",0.0138,0.0138
"649",0.0309,0.0309
"650",0.0189,0.0189
"651",0.0296,0.0296
"652",0.0361,0.0361
"653",0.01355,0.01355
"654",0.0154,0.0154
"655",0.0026,0.0026
"656",0.006,0.006
"657",0.00405,0.00405
"658",0.0028,0.0028
"659",0.00495,0.00495
"660",0.0027,0.0027
"661",0.0069,0.0069
"662",0.0033,0.0033
"663",0.0026,0.0026
"664",0.0049,0.0049
"665",0.00525,0.00525
"666",0.005,0.005
"667",0.01155,0.01155
"668",0.0016,0.0016
"669",0.0105,0.0105
"670",0.0072,0.0072
"671",0.03695,0.03695
"672",0.0021,0.0021
"673",0.0507,0.0507
"674",0.0039,0.0039
"675",0.07615,0.07615
"676",0.0036,0.0036
"677",0.10925,0.10925
"678",0.0172,0.0172
"679",0.10415,0.10415
"680",0.0022,0.0022
"681",0.08915,0.08915
"682",0.0232,0.0232
"683",0.03835,0.03835
"684",0.0357,0.0357
"685",0.03325,0.03325
"686",0.0269,0.0269
"687",0.03475,0.03475
"688",0.0135,0.0135
"689",0.0101,0.0101
"690",0.0187,0.0187
"691",0.00935,0.00935
"692",0.0111,0.0111
"693",0.00535,0.00535
"694",0.0035,0.0035
"695",0.00655,0.00655
"696",0.0014,0.0014
"697",0.02185,0.02185
"698",0.0087,0.0087
"699",0.028,0.028
"700",0.0069,0.0069
"701",0.0076,0.0076
"702",0.0019,0.0019
"703",0.0087,0.0087
"704",0.0035,0.0035
"705",0.01165,0.01165
"706",0.0016,0.0016
"707",0.0376,0.0376
"708",0.0011,0.0011
"709",0.0497,0.0497
"710",0.0052,0.0052
"711",0.07505,0.07505
"712",0.0026,0.0026
"713",0.09265,0.09265
"714",0.0125,0.0125
"715",0.1186,0.1186
"716",0.0036,0.0036
"717",0.02585,0.02585
"718",0.0298,0.0298
"719",0.0324,0.0324
"720",0.012,0.012
"721",0.03535,0.03535
"722",0.0146,0.0146
"723",0.0218,0.0218
"724",0.0039,0.0039
"725",0.0033,0.0033
"726",0.018,0.018
"727",0.00695,0.00695
"728",0.0042,0.0042
"729",0.00695,0.00695
"730",0.0024,0.0024
"731",0.00435,0.00435
"732",0.0076,0.0076
"733",0.0158,0.0158
"734",0.0117,0.0117
"735",0.01335,0.01335
"736",0.0035,0.0035
"737",0.0025,0.0025
"738",0.002,0.002
"739",0.0447,0.0447
"740",0.0057,0.0057
"741",0.0386,0.0386
"742",0.0047,0.0047
"743",0.0636,0.0636
"744",0.003,0.003
"745",0.0846,0.0846
"746",0.0039,0.0039
"747",0.0938,0.0938
"748",0.0037,0.0037
"749",0.1021,0.1021
"750",0.0065,0.0065
"751",0.0909,0.0909
"752",0.0043,0.0043
"753",0.01145,0.01145
"754",0.0362,0.0362
"755",0.01565,0.01565
"756",0.0025,0.0025
"757",0.0027,0.0027
"758",0.0025,0.0025
"759",0.0022,0.0022
"760",0.0026,0.0026
"761",0.00385,0.00385
"762",0.0055,0.0055
"763",0.0042,0.0042
"764",0.0029,0.0029
"765",0.01155,0.01155
"766",0.0045,0.0045
"767",0.01825,0.01825
"768",0.0098,0.0098
"769",0.0025,0.0025
"770",0.0023,0.0023
"771",0.01035,0.01035
"772",0.003,0.003
"773",0.00985,0.00985
"774",0.0098,0.0098
"775",0.02245,0.02245
"776",0.0052,0.0052
"777",0.0547,0.0547
"778",0.0098,0.0098
"779",0.06865,0.06865
"780",0.0053,0.0053
"781",0.095,0.095
"782",0.0095,0.0095
"783",0.132,0.132
"784",0.0071,0.0071
"785",0.036,0.036
"786",0.006,0.006
"787",0.0149,0.0149
"788",0.0039,0.0039
"789",0.008,0.008
"790",0.0163,0.0163
"791",0.0058,0.0058
"792",8e-04,8e-04
"793",0.00285,0.00285
"794",0.0032,0.0032
"795",0.0021,0.0021
"796",0.0015,0.0015
"797",0.0035,0.0035
"798",0.0016,0.0016
"799",0.0033,0.0033
"800",0.0053,0.0053
"801",0.0042,0.0042
"802",0.0035,0.0035
"803",0.00175,0.00175
"804",7e-04,7e-04
"805",0.0054,0.0054
"806",0.0034,0.0034
"807",0.0233,0.0233
"808",0.0026,0.0026
"809",0.01625,0.01625
"810",0.008,0.008
"811",0.05955,0.05955
"812",0.0056,0.0056
"813",0.0421,0.0421
"814",0.0036,0.0036
"815",0.0685,0.0685
"816",0.0054,0.0054
"817",0.0965,0.0965
"818",0.033,0.033
"819",0.0613,0.0613
"820",0.0368,0.0368
"821",0.02175,0.02175
"822",0.016,0.016
"823",0.01115,0.01115
"824",0.0153,0.0153
"825",0.00185,0.00185
"826",0.0016,0.0016
"827",0.00205,0.00205
"828",0.0021,0.0021
"829",0.00275,0.00275
"830",0.0026,0.0026
"831",0.00265,0.00265
"832",0.0061,0.0061
"833",0.0034,0.0034
"834",0.0133,0.0133
"835",0.0033,0.0033
"836",0.0022,0.0022
"837",0.00445,0.00445
"838",0.0032,0.0032
"839",0.00615,0.00615
"840",0.0029,0.0029
"841",0.02135,0.02135
"842",0.0037,0.0037
"843",0.03125,0.03125
"844",0.0031,0.0031
"845",0.0921,0.0921
"846",0.0063,0.0063
"847",0.12105,0.12105
"848",0.0036,0.0036
"849",0.0803,0.0803
"850",0.0047,0.0047
"851",0.0992,0.0992
"852",0.0309,0.0309
"853",0.07525,0.07525
"854",0.0127,0.0127
"855",0.01165,0.01165
"856",0.0032,0.0032
"857",0.0084,0.0084
"858",0.0121,0.0121
"859",0.0027,0.0027
"860",0.0025,0.0025
"861",0.00285,0.00285
"862",0.0025,0.0025
"863",0.00315,0.00315
"864",0.003,0.003
"865",0.00245,0.00245
"866",0.0022,0.0022
"867",0.0038,0.0038
"868",0.0058,0.0058
"869",0.003,0.003
"870",0.0023,0.0023
"871",0.00215,0.00215
"872",0.0026,0.0026
"873",0.03125,0.03125
"874",0.0035,0.0035
"875",0.05135,0.05135
"876",0.0053,0.0053
"877",0.0523,0.0523
"878",0.0052,0.0052
"879",0.0809,0.0809
"880",0.0064,0.0064
"881",0.109,0.109
"882",0.0053,0.0053
"883",0.08265,0.08265
"884",0.0128,0.0128
"885",0.02195,0.02195
"886",0.0302,0.0302
"887",0.016,0.016
"888",0.0213,0.0213
"889",0.0093,0.0093
"890",0.0158,0.0158
"891",0.0177,0.0177
"892",0.0091,0.0091
"893",0.00245,0.00245
"894",0.006,0.006
"895",0.0027,0.0027
"896",0.0029,0.0029
"897",0.00425,0.00425
"898",0.0032,0.0032
"899",0.0051,0.0051
"900",0.0025,0.0025
"901",0.0043,0.0043
"902",0.0019,0.0019
"903",0.0074,0.0074
"904",0.0024,0.0024
"905",0.0354,0.0354
"906",0.003,0.003
"907",0.0603,0.0603
"908",0.0035,0.0035
"909",0.1075,0.1075
"910",0.005,0.005
"911",0.07355,0.07355
"912",0.0187,0.0187
"913",0.04915,0.04915
"914",0.0221,0.0221
"915",0.01295,0.01295
"916",0.003,0.003
"917",0.00825,0.00825
"918",0.0033,0.0033
"919",0.0075,0.0075
"920",0.0022,0.0022
"921",0.0025,0.0025
"922",0.0028,0.0028
"923",0.0028,0.0028
"924",0.0022,0.0022
"925",0.00445,0.00445
"926",0.0073,0.0073
"927",0.00595,0.00595
"928",0.0032,0.0032
"929",0.00525,0.00525
"930",0.0083,0.0083
