"station","date","layer","secchi","salinity","do","wtemp","tss","chla_lo","chla_hi","tn_lo","tn_hi","tp_lo","tp_hi","din_lo","din_hi","po4_lo","po4_hi","tdn_lo","tdn_hi","tdp_lo","tdp_hi","nh4_lo","nh4_hi","no23_lo","no23_hi"
"CB4.1C","1999-04-27","BP",NA,16.63,5,10.4,6.4,13.46,13.46,0.728,0.728,0.0286,0.0286,0.254,0.254,0.0029,0.0029,0.51,0.51,0.0117,0.0117,0.095,0.095,0.159,0.159
"CB4.1C","1999-04-27","S",2.1,10.95,10,13.1,4.2,5.68,5.68,0.796,0.796,0.0213,0.0213,0.418,0.418,0.0011,0.0011,0.63,0.63,0.0091,0.0091,0.032,0.032,0.386,0.386
"CB4.1C","1999-05-11","AP",NA,10.5,9.4,15.4,4.8,10.02,10.02,0.794,0.794,0.0213,0.0213,0.332,0.332,0.0023,0.0023,0.58,0.58,0.0072,0.0072,0.01,0.01,0.322,0.322
"CB4.1C","1999-05-11","B",NA,17.25,2,12.2,25.4,7.69,7.69,1.015,1.015,0.0428,0.0428,0.2598,0.2598,0.0044,0.0044,0.75,0.75,0.011,0.011,0.179,0.179,0.0808,0.0808
"CB4.1C","1999-05-11","BP",NA,15.07,4.1,13,4.7,16.75,16.75,0.782,0.782,0.0227,0.0227,0.272,0.272,0.0021,0.0021,0.56,0.56,0.0081,0.0081,0.096,0.096,0.176,0.176
"CB4.1C","1999-05-11","S",2.3,10.37,10,17.4,3,4.19,4.19,0.744,0.744,0.0156,0.0156,0.315,0.315,0.0017,0.0017,0.6,0.6,0.0066,0.0066,0.003,0.003,0.312,0.312
"CB4.1C","1999-05-25","AP",NA,11.54,9.6,19.2,7.7,11.96,11.96,0.55,0.55,0.0263,0.0263,0.0984,0.0984,0.0066,0.0066,0.29,0.29,0.0096,0.0096,0.023,0.023,0.0754,0.0754
"CB4.1C","1999-05-25","B",NA,20.08,1.5,13.8,7.4,10.09,10.09,0.588,0.588,0.0285,0.0285,0.1631,0.1631,0.0029,0.0029,0.4,0.4,0.0115,0.0115,0.134,0.134,0.0291,0.0291
"CB4.1C","1999-05-25","BP",NA,19.31,1.1,13.7,11.2,9.16,9.16,0.591,0.591,0.0267,0.0267,0.1594,0.1594,0.0024,0.0024,0.39,0.39,0.0103,0.0103,0.12,0.12,0.0394,0.0394
"CB4.1C","1999-05-25","S",1.1,11.34,10,19.4,9.1,15.51,15.51,0.601,0.601,0.0312,0.0312,0.0747,0.0747,0.0018,0.0018,0.29,0.29,0.0103,0.0103,0.008,0.008,0.0667,0.0667
"CB4.1C","1999-06-08","AP",NA,13.19,5.1,22.1,8.7,1.99,1.99,0.501,0.501,0.0218,0.0218,0.1094,0.1094,0.0081,0.0081,0.37,0.37,0.0096,0.0096,0.068,0.068,0.0414,0.0414
"CB4.1C","1999-06-08","B",NA,19.31,0.5,15.9,5,1,1,0.6169,0.6169,0.0385,0.0385,0.2224,0.2224,0.0184,0.0184,0.54,0.54,0.0232,0.0232,0.204,0.204,0.0184,0.0184
"CB4.1C","1999-06-08","BP",NA,18.55,0.1,15.8,4.1,0.5,0.5,0.6139,0.6139,0.0382,0.0382,0.3258,0.3258,0.0193,0.0193,0.55,0.55,0.0275,0.0275,0.309,0.309,0.0168,0.0168
"CB4.1C","1999-06-08","S",1.4,12.73,7.9,24.3,6,4.98,4.98,0.571,0.571,0.0329,0.0329,0.0256,0.0256,0.0058,0.0058,0.34,0.34,0.0126,0.0126,0.011,0.011,0.0146,0.0146
"CB4.1C","1999-07-07","AP",NA,15.75,0.5,22.8,4.2,3.29,3.29,0.466,0.466,0.0252,0.0252,0.0572,0.0572,0.0045,0.0045,0.32,0.32,0.0122,0.0122,0.041,0.041,0.0162,0.0162
"CB4.1C","1999-07-07","B",NA,20.71,0.3,21.5,17.9,2.09,2.09,0.652,0.652,0.0508,0.0508,0.2238,0.2238,0.0246,0.0246,0.51,0.51,0.0308,0.0308,0.196,0.196,0.0278,0.0278
"CB4.1C","1999-07-07","BP",NA,19.66,0.1,21.7,3.5,2.09,2.09,0.5454,0.5454,0.0345,0.0345,0.198,0.198,0.0188,0.0188,0.47,0.47,0.026,0.026,0.18,0.18,0.018,0.018
"CB4.1C","1999-07-07","S",1.1,13.46,9.8,28.3,6.2,9.57,9.57,0.559,0.559,0.0346,0.0346,0.0078,0.0078,0.0046,0.0046,0.29,0.29,0.0133,0.0133,0.006,0.006,0.0018,0.0018
"CB4.1C","1999-07-20","AP",NA,14.8,4,25.5,4,3.74,3.74,0.435,0.435,0.0245,0.0245,0.0565,0.0565,0.0031,0.0031,0.3,0.3,0.0104,0.0104,0.024,0.024,0.0325,0.0325
"CB4.1C","1999-07-20","B",NA,19.52,0.1,22.6,9,0.75,0.75,0.587,0.587,0.0822,0.0822,0.2099,0.2099,0.0688,0.0688,0.48,0.48,0.0718,0.0718,0.208,0.208,0.0019,0.0019
"CB4.1C","1999-07-20","BP",NA,18.76,0.1,22.9,3.6,0.56,0.56,0.4601,0.4601,0.0597,0.0597,0.1445,0.1445,0.0501,0.0501,0.4,0.4,0.0537,0.0537,0.143,0.143,0.0015,0.0015
"CB4.1C","1999-07-20","S",1.3,14.46,6.8,26.7,4.9,10.09,10.09,0.492,0.492,0.0307,0.0307,0.0065,0.0065,0.0025,0.0025,0.26,0.26,0.0114,0.0114,0.005,0.005,0.0015,0.0015
"CB4.1C","1999-08-04","AP",NA,15.41,5.1,26.6,4.1,8.97,8.97,0.455,0.455,0.0442,0.0442,0.012,0.012,0.0074,0.0074,0.28,0.28,0.0243,0.0243,0.01,0.01,0.002,0.002
"CB4.1C","1999-08-04","B",NA,23.38,0.1,24.7,6,1.68,1.68,0.4341,0.4341,0.0765,0.0765,0.1152,0.1152,0.0505,0.0505,0.35,0.35,0.0677,0.0677,0.113,0.113,0.0022,0.0022
"CB4.1C","1999-08-04","BP",NA,22.39,0.1,24.9,5.1,1.12,1.12,NA,NA,0.0674,0.0674,0.0916,0.0916,0.0455,0.0455,0.32,0.32,0.0598,0.0598,0.09,0.09,0.0016,0.0016
"CB4.1C","1999-08-04","S",1.4,14.93,7.1,27,3.9,9.72,9.72,0.575,0.575,0.0484,0.0484,0.0119,0.0119,0.0054,0.0054,0.33,0.33,0.0241,0.0241,0.01,0.01,0.0019,0.0019
"CB4.1C","1999-08-17","AP",NA,16.49,5.3,26.8,6,4.93,4.93,0.42,0.42,0.0393,0.0393,0.0214,0.0214,0.0098,0.0098,0.28,0.28,0.0257,0.0257,0.007,0.007,0.0144,0.0144
"CB4.1C","1999-08-17","B",NA,20.57,0.2,25.2,5.4,1.39,1.39,0.5205,0.5205,0.1203,0.1203,0.2043,0.2043,0.0974,0.0974,0.44,0.44,0.1101,0.1101,0.201,0.201,0.0033,0.0033
"CB4.1C","1999-08-17","BP",NA,19.52,0.2,25.6,6,1.2,1.2,0.454,0.454,0.0864,0.0864,0.1239,0.1239,0.0609,0.0609,0.36,0.36,0.073,0.073,0.121,0.121,0.0029,0.0029
"CB4.1C","1999-08-17","S",1.9,16.36,6.9,27.6,3.5,5.98,5.98,0.466,0.466,0.0338,0.0338,0.0106,0.0106,0.0048,0.0048,0.27,0.27,0.0214,0.0214,0.009,0.009,0.0016,0.0016
"CB4.1C","1999-09-21","AP",NA,15.81,7.9,22.2,6.6,15.51,15.51,0.496,0.496,0.0301,0.0301,0.0304,0.0304,0.0023,0.0023,0.31,0.31,0.0138,0.0138,0.004,0.004,0.0264,0.0264
"CB4.1C","1999-09-21","B",NA,21.27,2.5,23.5,7.9,1.68,1.68,0.607,0.607,0.0527,0.0527,0.207,0.207,0.0279,0.0279,0.49,0.49,0.0387,0.0387,0.089,0.089,0.118,0.118
"CB4.1C","1999-09-21","BP",NA,20.78,2.9,23.4,6.2,0,0,0.5537,0.5537,0.0448,0.0448,0.206,0.206,0.0278,0.0278,0.49,0.49,0.0377,0.0377,0.088,0.088,0.118,0.118
"CB4.1C","1999-09-21","S",1.6,15.75,8.1,22.2,7.6,24.3,24.3,0.556,0.556,0.0354,0.0354,0.0089,0.0089,0.0025,0.0025,0.29,0.29,0.0153,0.0153,0.003,0.003,0.0059,0.0059
"CB4.1C","1999-10-06","AP",NA,15.61,6.9,20,5.6,5.77,5.77,0.495,0.495,0.0246,0.0246,0.0865,0.0865,0.0019,0.0019,0.37,0.37,0.0132,0.0132,0.045,0.045,0.0415,0.0415
"CB4.1C","1999-10-06","B",NA,17.52,4.7,20.9,17.7,4.27,4.27,0.572,0.572,0.0418,0.0418,0.1406,0.1406,0.0118,0.0118,0.44,0.44,0.0213,0.0213,0.112,0.112,0.0286,0.0286
"CB4.1C","1999-10-06","BP",NA,16.22,6.3,20.3,3.4,5.34,5.34,0.506,0.506,0.0255,0.0255,0.0913,0.0913,0.0029,0.0029,0.41,0.41,0.0149,0.0149,0.058,0.058,0.0333,0.0333
"CB4.1C","1999-10-06","S",1.3,14.8,7.5,19.6,4.1,12.39,12.39,0.594,0.594,0.0306,0.0306,0.084,0.084,0.0025,0.0025,0.39,0.39,0.0142,0.0142,0.028,0.028,0.056,0.056
"CB4.1C","1999-11-02","AP",NA,14.33,7.8,15.8,3.3,11.06,11.06,0.661,0.661,0.0294,0.0294,0.176,0.176,0.0031,0.0031,0.48,0.48,0.0161,0.0161,0.05,0.05,0.126,0.126
"CB4.1C","1999-11-02","B",NA,19.04,4.5,17.1,9.2,1.35,1.35,0.5867,0.5867,0.044,0.044,0.1894,0.1894,0.023,0.023,0.5,0.5,0.0331,0.0331,0.161,0.161,0.0284,0.0284
"CB4.1C","1999-11-02","BP",NA,18.69,4.8,17,6,1.65,1.65,0.5495,0.5495,0.0358,0.0358,0.1716,0.1716,0.0177,0.0177,0.48,0.48,0.0282,0.0282,0.142,0.142,0.0296,0.0296
"CB4.1C","1999-11-02","S",1.8,14.19,8.1,15.8,1,11.96,11.96,0.662,0.662,0.0278,0.0278,0.173,0.173,0.0029,0.0029,0.47,0.47,0.0162,0.0162,0.041,0.041,0.132,0.132
"CB4.1C","1999-12-07","AP",NA,15.34,8.6,9.9,7.5,7.03,7.03,0.616,0.616,0.027,0.027,0.194,0.194,0.006,0.006,0.47,0.47,0.0121,0.0121,0.042,0.042,0.152,0.152
"CB4.1C","1999-12-07","B",NA,17.79,7.1,10.6,44,4.49,4.49,0.745,0.745,0.0617,0.0617,0.1082,0.1082,0.007,0.007,0.43,0.43,0.0171,0.0171,0.07,0.07,0.0382,0.0382
"CB4.1C","1999-12-07","BP",NA,17.79,7.2,10.6,9.5,3.55,3.55,0.528,0.528,0.03,0.03,0.095,0.095,0.0053,0.0053,0.42,0.42,0.0156,0.0156,0.059,0.059,0.036,0.036
"CB4.1C","1999-12-07","S",1.6,14.53,9.3,9.6,6.6,8.82,8.82,0.682,0.682,0.0287,0.0287,0.228,0.228,0.0019,0.0019,0.51,0.51,0.0117,0.0117,0.013,0.013,0.215,0.215
"CB4.1C","2000-01-19","AP",NA,16.77,10.8,4.2,10.6,12.34,12.34,0.638,0.638,0.0282,0.0282,0.135,0.135,0.0021,0.0021,0.42,0.42,0.0097,0.0097,0.008,0.008,0.127,0.127
"CB4.1C","2000-01-19","B",NA,18.14,9.5,5.4,19.9,10.09,10.09,0.628,0.628,0.0359,0.0359,0.1091,0.1091,0.0026,0.0026,0.39,0.39,0.0106,0.0106,0.029,0.029,0.0801,0.0801
"CB4.1C","2000-01-19","BP",NA,17.52,10.1,4.9,18.3,11.59,11.59,0.622,0.622,0.0344,0.0344,0.1086,0.1086,0.0025,0.0025,0.39,0.39,0.0106,0.0106,0.018,0.018,0.0906,0.0906
"CB4.1C","2000-01-19","S",1.4,14.87,11.6,3.5,10.6,12.34,12.34,0.786,0.786,0.0293,0.0293,0.277,0.277,0.0029,0.0029,0.53,0.53,0.0084,0.0084,0.026,0.026,0.251,0.251
"CB4.1C","2000-02-16","AP",NA,15.27,12.1,2,6.9,8.41,8.41,0.647,0.647,0.0237,0.0237,0.207,0.207,0.0013,0.0013,0.44,0.44,0.0086,0.0086,0.004,0.004,0.203,0.203
"CB4.1C","2000-02-16","B",NA,21.2,9.5,1.4,30.3,16.82,16.82,0.741,0.741,0.0563,0.0563,0.07,0.07,0.0026,0.0026,0.33,0.33,0.0111,0.0111,0.036,0.036,0.034,0.034
"CB4.1C","2000-02-16","BP",NA,19.66,9.6,1.4,13,24.52,24.52,0.785,0.785,0.0395,0.0395,0.0887,0.0887,0.0029,0.0029,0.37,0.37,0.0121,0.0121,0.02,0.02,0.0687,0.0687
"CB4.1C","2000-02-16","S",1.3,15.07,12.4,2.3,6,9.53,9.53,0.668,0.668,0.0243,0.0243,0.211,0.211,0.0018,0.0018,0.45,0.45,0.0096,0.0096,0.004,0.004,0.207,0.207
"CB4.1C","2000-03-14","AP",NA,10.89,11.7,7.3,5.3,10.09,10.09,0.916,0.916,0.0207,0.0207,0.493,0.493,0.0022,0.0022,0.71,0.71,0.0069,0.0069,0.005,0.005,0.488,0.488
"CB4.1C","2000-03-14","B",NA,20.5,7.8,4,8.1,20.43,20.43,0.742,0.742,0.031,0.031,0.0812,0.0812,0.0037,0.0037,0.41,0.41,0.0118,0.0118,0.034,0.034,0.0472,0.0472
"CB4.1C","2000-03-14","BP",NA,19.66,7.8,4.4,8.4,28.97,28.97,0.791,0.791,0.0314,0.0314,0.0932,0.0932,0.0039,0.0039,0.39,0.39,0.0111,0.0111,0.021,0.021,0.0722,0.0722
"CB4.1C","2000-03-14","S",1.4,10.89,11.9,7.4,6,9.35,9.35,0.941,0.941,0.0218,0.0218,0.495,0.495,0.0024,0.0024,0.73,0.73,0.0074,0.0074,0.005,0.005,0.49,0.49
"CB4.1C","2000-04-11","AP",NA,8.57,8.8,10.8,7,16.45,16.45,1.269,1.269,0.0347,0.0347,0.69,0.69,0.0021,0.0021,0.96,0.96,0.0078,0.0078,0.057,0.057,0.633,0.633
"CB4.1C","2000-04-11","B",NA,21.06,3.9,9.2,19.5,24.52,24.52,0.826,0.826,0.0434,0.0434,0.161,0.161,0.0024,0.0024,0.42,0.42,0.008,0.008,0.104,0.104,0.057,0.057
"CB4.1C","2000-04-11","BP",NA,19.24,3.6,9,11.4,27.47,27.47,0.923,0.923,0.0418,0.0418,0.208,0.208,0.0027,0.0027,0.46,0.46,0.0088,0.0088,0.11,0.11,0.098,0.098
"CB4.1C","2000-04-11","S",0.9,7.87,11,11.6,8.9,0,0,1.426,1.426,0.0524,0.0524,0.727,0.727,0.0046,0.0046,0.97,0.97,0.0103,0.0103,0.043,0.043,0.684,0.684
"CB4.1C","2000-04-26","AP",NA,7.43,9.5,11.9,5.3,7.73,7.73,1.061,1.061,0.019,0.019,0.731,0.731,0.0014,0.0014,0.95,0.95,0.0061,0.0061,0.058,0.058,0.673,0.673
"CB4.1C","2000-04-26","B",NA,16.36,3.1,11.7,27.4,38.63,38.63,1.044,1.044,0.0594,0.0594,0.2274,0.2274,0.0035,0.0035,0.49,0.49,0.0085,0.0085,0.133,0.133,0.0944,0.0944
"CB4.1C","2000-04-26","BP",NA,14.8,3.5,11.6,11.3,38.13,38.13,0.944,0.944,0.0415,0.0415,0.299,0.299,0.0034,0.0034,0.54,0.54,0.0084,0.0084,0.102,0.102,0.197,0.197
"CB4.1C","2000-04-26","S",1.2,7.43,9.5,11.9,5.4,7.73,7.73,1.054,1.054,0.0189,0.0189,0.731,0.731,0.0025,0.0025,0.94,0.94,0.0062,0.0062,0.061,0.061,0.67,0.67
"CB4.1C","2000-05-09","AP",NA,8.25,9.9,17.7,6.6,18.13,18.13,0.792,0.792,0.0228,0.0228,0.301,0.301,0.0017,0.0017,0.58,0.58,0.0076,0.0076,0.009,0.009,0.292,0.292
"CB4.1C","2000-05-09","B",NA,18.14,0.4,12.5,9.8,55.7,55.7,0.851,0.851,0.0353,0.0353,0.149,0.149,0.0051,0.0051,0.43,0.43,0.0119,0.0119,0.147,0.147,0.002,0.002
"CB4.1C","2000-05-09","BP",NA,15.2,0.1,12.5,7,7.48,7.48,0.642,0.642,0.0216,0.0216,0.2242,0.2242,0.0014,0.0014,0.5,0.5,0.0071,0.0071,0.126,0.126,0.0982,0.0982
"CB4.1C","2000-05-09","S",0.6,6.68,15.4,20,18.2,20.63,20.63,0.95,0.95,0.0559,0.0559,0.34,0.34,0.0011,0.0011,0.58,0.58,0.0066,0.0066,0.005,0.005,0.335,0.335
"CB4.1C","2000-05-24","AP",NA,9.01,4.2,18.3,5.2,1.12,1.12,0.704,0.704,0.0287,0.0287,0.261,0.261,0.0027,0.0027,0.53,0.53,0.0123,0.0123,0.113,0.113,0.148,0.148
"CB4.1C","2000-05-24","B",NA,17.04,0.2,13.5,9.7,5.42,5.42,0.694,0.694,0.0744,0.0744,0.2837,0.2837,0.0439,0.0439,0.53,0.53,0.0576,0.0576,0.282,0.282,0.0017,0.0017
"CB4.1C","2000-05-24","BP",NA,15.81,0.1,13.9,7.5,5.05,5.05,0.624,0.624,0.0594,0.0594,0.2017,0.2017,0.036,0.036,0.48,0.48,0.0488,0.0488,0.198,0.198,0.0037,0.0037
"CB4.1C","2000-05-24","S",1.5,8.06,6.7,19.4,4.5,1.87,1.87,0.601,0.601,0.0199,0.0199,0.261,0.261,0.0012,0.0012,0.49,0.49,0.0095,0.0095,0.062,0.062,0.199,0.199
"CB4.1C","2000-06-13","AP",NA,9.33,7.1,21.9,6,11.32,11.32,0.74,0.74,0.0447,0.0447,0.191,0.191,0.0062,0.0062,0.42,0.42,0.0141,0.0141,0.086,0.086,0.105,0.105
"CB4.1C","2000-06-13","B",NA,19.45,0.3,18.2,6,1.28,1.28,0.7392,0.7392,0.0396,0.0396,0.4063,0.4063,0.022,0.022,0.67,0.67,0.0293,0.0293,0.374,0.374,0.0323,0.0323
"CB4.1C","2000-06-13","BP",NA,19.24,0.3,18.2,5.6,0.64,0.64,0.706,0.706,0.0364,0.0364,0.4115,0.4115,0.0223,0.0223,0.65,0.65,0.028,0.028,0.379,0.379,0.0325,0.0325
"CB4.1C","2000-06-13","S",1,9.27,8.3,22.1,7.3,15.59,15.59,0.797,0.797,0.0493,0.0493,0.167,0.167,0.0097,0.0097,0.42,0.42,0.016,0.016,0.055,0.055,0.112,0.112
"CB4.1C","2000-07-11","AP",NA,9.14,6.5,24.7,7.6,17.05,17.05,0.823,0.823,0.0496,0.0496,0.1177,0.1177,0.0037,0.0037,0.44,0.44,0.0145,0.0145,0.04,0.04,0.0777,0.0777
"CB4.1C","2000-07-11","B",NA,17.31,0.1,21.1,10.8,2.99,2.99,0.74,0.74,0.0702,0.0702,0.2523,0.2523,0.0469,0.0469,0.6,0.6,0.056,0.056,0.25,0.25,0.0023,0.0023
"CB4.1C","2000-07-11","BP",NA,16.56,0.1,21.2,7.7,2.09,2.09,0.738,0.738,0.0748,0.0748,0.2728,0.2728,0.0416,0.0416,0.63,0.63,0.049,0.049,0.271,0.271,0.0018,0.0018
"CB4.1C","2000-07-11","S",1.2,9.08,6.6,24.7,8.4,14.95,14.95,0.809,0.809,0.0457,0.0457,0.1081,0.1081,0.0042,0.0042,0.43,0.43,0.0142,0.0142,0.031,0.031,0.0771,0.0771
"CB4.1C","2000-07-25","AP",NA,10.3,5.1,23.8,4.6,6.17,6.17,0.741,0.741,0.0358,0.0358,0.2184,0.2184,0.0051,0.0051,0.56,0.56,0.0168,0.0168,0.128,0.128,0.0904,0.0904
"CB4.1C","2000-07-25","B",NA,20.01,0.1,23.8,5.8,0.75,0.75,0.734,0.734,0.0751,0.0751,0.3699,0.3699,0.0604,0.0604,0.66,0.66,0.0689,0.0689,0.369,0.369,9e-04,9e-04
"CB4.1C","2000-07-25","BP",NA,18.9,0.1,23.8,5.3,1.12,1.12,0.687,0.687,0.0706,0.0706,0.3528,0.3528,0.0575,0.0575,0.62,0.62,0.0646,0.0646,0.352,0.352,8e-04,8e-04
"CB4.1C","2000-07-25","S",1.4,9.65,6.6,24.1,5.1,8.22,8.22,0.723,0.723,0.0391,0.0391,0.203,0.203,0.0049,0.0049,0.52,0.52,0.0165,0.0165,0.102,0.102,0.101,0.101
"CB4.1C","2000-08-08","AP",NA,12.33,2.8,25.1,4.5,2.56,2.56,0.597,0.597,0.0254,0.0254,0.2035,0.2035,0.0081,0.0081,0.49,0.49,0.0137,0.0137,0.176,0.176,0.0275,0.0275
"CB4.1C","2000-08-08","B",NA,19.45,0.1,24,5.5,1.94,1.94,0.7054,0.7054,0.0723,0.0723,0.4047,0.4047,0.0604,0.0604,0.64,0.64,0.0655,0.0655,0.402,0.402,0.0027,0.0027
"CB4.1C","2000-08-08","BP",NA,18.07,0.1,23.9,3.9,0.9,0.9,0.7408,0.7408,0.078,0.078,0.442,0.442,0.076,0.076,0.69,0.69,0.0723,0.0723,0.44,0.44,0.002,0.002
"CB4.1C","2000-08-08","S",1.6,10.56,12.3,28.2,5.4,13.46,13.46,0.565,0.565,0.0257,0.0257,0.0705,0.0705,0.0025,0.0025,0.37,0.37,0.0063,0.0063,0.036,0.036,0.0345,0.0345
"CB4.1C","2000-08-22","AP",NA,12.33,7.5,24.2,5,14.65,14.65,0.587,0.587,0.0372,0.0372,0.0252,0.0252,0.0049,0.0049,0.33,0.33,0.0131,0.0131,0.014,0.014,0.0112,0.0112
"CB4.1C","2000-08-22","B",NA,18.41,0.2,25.3,4,2.39,2.39,0.5262,0.5262,0.0638,0.0638,0.1565,0.1565,0.0481,0.0481,0.47,0.47,0.0504,0.0504,0.155,0.155,0.0015,0.0015
"CB4.1C","2000-08-22","BP",NA,17.18,0.1,25,2.9,1.2,1.2,0.5539,0.5539,0.0623,0.0623,0.176,0.176,0.0501,0.0501,0.49,0.49,0.0521,0.0521,0.173,0.173,0.003,0.003
"CB4.1C","2000-08-22","S",0.7,11.67,11.5,24.6,5.6,32,32,0.664,0.664,0.0346,0.0346,0.0095,0.0095,0.0035,0.0035,0.35,0.35,0.012,0.012,0.008,0.008,0.0015,0.0015
"CB4.1C","2000-09-12","AP",NA,12.99,8,24.1,5,5.77,5.77,0.505,0.505,0.0309,0.0309,0.0126,0.0126,0.0027,0.0027,0.35,0.35,0.015,0.015,0.006,0.006,0.0066,0.0066
"CB4.1C","2000-09-12","B",NA,18.83,0.1,24.4,5.5,1.5,1.5,0.554,0.554,0.1324,0.1324,0.1487,0.1487,0.116,0.116,0.47,0.47,0.1211,0.1211,0.146,0.146,0.0027,0.0027
"CB4.1C","2000-09-12","BP",NA,18.62,0.1,24.5,4.9,1.07,1.07,0.5389,0.5389,0.1262,0.1262,0.1382,0.1382,0.1097,0.1097,0.46,0.46,0.1167,0.1167,0.137,0.137,0.0012,0.0012
"CB4.1C","2000-09-12","S",1.5,12.93,8.5,24.2,4.7,9.4,9.4,0.527,0.527,0.0335,0.0335,0.0257,0.0257,0.0031,0.0031,0.32,0.32,0.0163,0.0163,0.014,0.014,0.0117,0.0117
"CB4.1C","2000-10-11","AP",NA,13.93,8.2,17.1,6.8,13.76,13.76,0.561,0.561,0.0288,0.0288,0.0988,0.0988,0.0059,0.0059,0.36,0.36,0.0105,0.0105,0.015,0.015,0.0838,0.0838
"CB4.1C","2000-10-11","B",NA,20.85,3.8,20.5,7.6,2.09,2.09,0.554,0.554,0.0498,0.0498,0.2,0.2,0.0305,0.0305,0.45,0.45,0.0377,0.0377,0.014,0.014,0.186,0.186
"CB4.1C","2000-10-11","BP",NA,20.64,3.8,20.5,7.2,1.79,1.79,0.5297,0.5297,0.0446,0.0446,0.201,0.201,0.0279,0.0279,0.46,0.46,0.0359,0.0359,0.012,0.012,0.189,0.189
"CB4.1C","2000-10-11","S",1.1,13.86,8.7,17.2,6.8,13.46,13.46,0.606,0.606,0.03,0.03,0.0599,0.0599,0.0021,0.0021,0.37,0.37,0.0101,0.0101,0.003,0.003,0.0569,0.0569
"CB4.1C","2000-11-14","AP",NA,16.49,8.3,13.7,3.7,4.19,4.19,0.49,0.49,0.0275,0.0275,0.0572,0.0572,0.0027,0.0027,0.37,0.37,0.0149,0.0149,0.026,0.026,0.0312,0.0312
"CB4.1C","2000-11-14","B",NA,21.83,5.3,15.1,6.2,1.5,1.5,0.4709,0.4709,0.0431,0.0431,0.0838,0.0838,0.023,0.023,0.4,0.4,0.0325,0.0325,0.074,0.074,0.0098,0.0098
"CB4.1C","2000-11-14","BP",NA,21.76,5.4,15.1,5.9,1.2,1.2,0.4157,0.4157,0.0422,0.0422,0.0852,0.0852,0.0232,0.0232,0.35,0.35,0.033,0.033,0.073,0.073,0.0122,0.0122
"CB4.1C","2000-11-14","S",2.2,16.36,8.3,13.6,4.7,8.07,8.07,0.56,0.56,0.0378,0.0378,0.0713,0.0713,0.0056,0.0056,0.38,0.38,0.0191,0.0191,0.03,0.03,0.0413,0.0413
"CB4.1C","2000-12-13","AP",NA,16.97,10.8,4.9,7.8,9.35,9.35,0.503,0.503,0.0267,0.0267,0.0467,0.0467,0.0083,0.0083,0.33,0.33,0.0102,0.0102,0.003,0.003,0.0437,0.0437
"CB4.1C","2000-12-13","B",NA,19.45,8.7,7,12.1,4.86,4.86,0.471,0.471,0.0339,0.0339,0.034,0.034,0.0041,0.0041,0.32,0.32,0.0126,0.0126,0.029,0.029,0.005,0.005
"CB4.1C","2000-12-13","BP",NA,18.76,9.2,6.6,7,7.1,7.1,0.469,0.469,0.0268,0.0268,0.0289,0.0289,0.0104,0.0104,0.33,0.33,0.0112,0.0112,0.019,0.019,0.0099,0.0099
"CB4.1C","2000-12-13","S",1.2,16.77,10.9,5.1,7.3,8.22,8.22,0.502,0.502,0.0268,0.0268,0.0504,0.0504,0.0018,0.0018,0.33,0.33,0.0103,0.0103,-0.002,-0.002,0.0524,0.0524
"CB4.1C","2001-01-11","AP",NA,15.41,12.9,0.8,6.8,8.22,8.22,0.673,0.673,0.026,0.026,0.232,0.232,0.001,0.001,0.48,0.48,0.009,0.009,0.009,0.009,0.223,0.223
"CB4.1C","2001-01-11","B",NA,21.9,9.9,2.5,13.6,14.95,14.95,0.618,0.618,0.0377,0.0377,0.0157,0.0157,0.0021,0.0021,0.32,0.32,0.0119,0.0119,0.012,0.012,0.0037,0.0037
"CB4.1C","2001-01-11","BP",NA,20.71,10.1,2.4,9.1,13.08,13.08,0.548,0.548,0.0328,0.0328,0.0235,0.0235,0.0024,0.0024,0.29,0.29,0.0106,0.0106,0.014,0.014,0.0095,0.0095
"CB4.1C","2001-01-11","S",1.2,14.6,13.1,0.9,5.6,6.73,6.73,0.725,0.725,0.0218,0.0218,0.264,0.264,0.001,0.001,0.55,0.55,0.0087,0.0087,0.009,0.009,0.255,0.255
"CB4.1C","2001-02-14","AP",NA,17.86,10.9,3.4,7.5,10.62,10.62,0.636,0.636,0.028,0.028,0.123,0.123,0.0038,0.0038,0.44,0.44,0.0125,0.0125,0.009,0.009,0.114,0.114
"CB4.1C","2001-02-14","B",NA,21.69,8,3,26,35.59,35.59,0.989,0.989,0.0656,0.0656,0.0488,0.0488,0.0041,0.0041,0.3,0.3,0.0138,0.0138,0.025,0.025,0.0238,0.0238
"CB4.1C","2001-02-14","BP",NA,21.27,8.6,3.1,5.7,16.9,16.9,0.563,0.563,0.0343,0.0343,0.0492,0.0492,0.0056,0.0056,0.32,0.32,0.017,0.017,0.017,0.017,0.0322,0.0322
"CB4.1C","2001-02-14","S",2.4,16.97,12.1,3.7,4,5.53,5.53,0.547,0.547,0.0199,0.0199,0.169,0.169,0.0089,0.0089,0.43,0.43,0.0095,0.0095,0.007,0.007,0.162,0.162
"CB4.1C","2001-03-20","AP",NA,14.87,11,5.8,4.3,11.75,11.75,0.736,0.736,0.0266,0.0266,0.275,0.275,0.0034,0.0034,0.52,0.52,0.0119,0.0119,0.014,0.014,0.261,0.261
