"station","date","layer","secchi","salinity","do","wtemp","tss","chla_lo","chla_hi","tn_lo","tn_hi","tp_lo","tp_hi","din_lo","din_hi","po4_lo","po4_hi","tdn_lo","tdn_hi","tdp_lo","tdp_hi","nh4_lo","nh4_hi","no23_lo","no23_hi"
"CB4.1C","1986-08-26","BP",NA,18.6,0.4,25.6,4.4,0,1,0.6765,0.6765,0.0679,0.0679,0.3126,0.3126,0.0526,0.0526,0.58,0.58,0.054,0.054,0.303,0.303,0.0096,0.0096
"CB4.1C","1986-08-26","S",1.2,13.1,8.1,25.1,5.6,11.76,11.76,0.655,0.655,0.0445,0.0445,0.0761,0.0761,0.0085,0.0085,0.36,0.36,0.014,0.014,0.037,0.037,0.0391,0.0391
"CB4.1C","1986-09-09","AP",NA,15.4,4.7,23.4,4.3,9.47,9.47,0.628,0.628,0.0289,0.0289,0.0644,0.0644,0.0018,0.0018,0.41,0.41,0.009,0.009,0.009,0.009,0.0554,0.0554
"CB4.1C","1986-09-09","B",NA,21.2,0.9,24.3,4.3,1.3,1.3,0.6138,0.6138,0.0262,0.0262,0.24,0.24,0.0132,0.0132,0.56,0.56,0.019,0.019,0.216,0.216,0.024,0.024
"CB4.1C","1986-09-09","BP",NA,19.2,0.9,24.2,4,1.32,1.32,0.6153,0.6153,0.0227,0.0227,0.231,0.231,0.0134,0.0134,0.55,0.55,0.014,0.014,0.134,0.134,0.097,0.097
"CB4.1C","1986-09-09","S",1.8,14.4,8.5,23.4,5.7,14.7,14.7,0.793,0.793,0.0393,0.0393,0.0243,0.0243,0.0041,0.0041,0.4,0.4,0.009,0.009,0.004,0.004,0.0203,0.0203
"CB4.1C","1986-09-23","AP",NA,15.9,7.3,21.9,4.4,7.97,7.97,0.505,0.505,0.0212,0.0212,0.12,0.12,0.0019,0.0019,0.38,0.38,0.01,0.01,0.022,0.022,0.098,0.098
"CB4.1C","1986-09-23","B",NA,20.1,0.6,22.9,4.8,1.3,1.3,0.7229,0.7229,0.0462,0.0462,0.303,0.303,0.023,0.023,0.67,0.67,0.038,0.038,0.257,0.257,0.046,0.046
"CB4.1C","1986-09-23","BP",NA,18,2.9,22.4,6.4,2.09,2.09,0.6415,0.6415,0.0298,0.0298,0.234,0.234,0.0126,0.0126,0.56,0.56,0.014,0.014,0.155,0.155,0.079,0.079
"CB4.1C","1986-09-23","S",1.6,15.7,8.6,22.2,5.6,11.36,11.36,0.652,0.652,0.0323,0.0323,0.087,0.087,0.0029,0.0029,0.4,0.4,0.009,0.009,0.004,0.004,0.083,0.083
"CB4.1C","1986-10-07","AP",NA,16.9,3.7,22.1,4.2,4.77,4.77,0.44,0.44,0.037,0.037,0.193,0.193,0.011,0.011,0.12,0.199,0.02,0.02,0.053,0.053,0.14,0.14
"CB4.1C","1986-10-07","B",NA,22,1.7,22.3,12.6,1.28,1.28,0.4513,0.4513,0.043,0.043,0.2663,0.2663,0.0256,0.0256,0.319,0.319,0.031,0.031,0.225,0.225,0.0413,0.0413
"CB4.1C","1986-10-07","BP",NA,20.6,2.2,22.4,4.4,0,1,0.4029,0.4029,0.039,0.039,0.2389,0.2389,0.0173,0.0173,0.287,0.287,0.024,0.024,0.186,0.186,0.0529,0.0529
"CB4.1C","1986-10-07","S",1.8,15.9,5.5,21.7,4.8,6.84,6.84,0.456,0.456,0.042,0.042,0.163,0.163,0.0093,0.0093,0.104,0.199,0.02,0.02,0.017,0.017,0.146,0.146
"CB4.1C","1986-10-28","AP",NA,17.2,5.9,17.4,4,1.87,1.87,0.3754,0.3754,0.028,0.028,0.2004,0.2004,0.003,0.003,0.245,0.245,0.014,0.014,0.125,0.125,0.0754,0.0754
"CB4.1C","1986-10-28","B",NA,22.3,4.6,18.5,15.4,1,1,0.4872,0.4872,0.05,0.05,0.2642,0.2642,0.0274,0.0274,0.353,0.353,0.036,0.036,0.217,0.217,0.0472,0.0472
"CB4.1C","1986-10-28","BP",NA,20.1,4.5,18.6,5,1.2,1.2,0.3987,0.3987,0.034,0.034,0.2407,0.2407,0.0174,0.0174,0.301,0.301,0.026,0.026,0.182,0.182,0.0587,0.0587
"CB4.1C","1986-10-28","S",2,15.4,8.2,17.1,4.6,6.76,6.76,0.442,0.442,NA,NA,0.135,0.135,0.0031,0.0031,0.158,0.199,0.015,0.015,0.043,0.043,0.092,0.092
"CB4.1C","1986-11-18","AP",NA,17.3,9.8,11.6,4,2.69,2.69,0.556,0.556,0.032,0.032,0.273,0.273,0.0134,0.0134,0.284,0.284,0.023,0.023,0.147,0.147,0.126,0.126
"CB4.1C","1986-11-18","B",NA,21.9,4.2,15.8,10.7,0,1,0.607,0.607,0.047,0.047,0.293,0.293,0.0269,0.0269,0.453,0.453,0.034,0.034,0.236,0.236,0.057,0.057
"CB4.1C","1986-11-18","BP",NA,18.4,8.1,12.4,4,2.09,2.09,0.611,0.611,0.032,0.032,0.275,0.275,0.0146,0.0146,0.279,0.279,0.024,0.024,0.154,0.154,0.121,0.121
"CB4.1C","1986-11-18","S",2.8,16.8,11,11.8,4,5.98,5.98,0.678,0.678,0.037,0.037,0.312,0.312,0.0134,0.0134,0.272,0.272,0.024,0.024,0.144,0.144,0.168,0.168
"CB4.1C","1986-12-09","AP",NA,11.5,10.7,7.5,4,4.71,4.71,0.852,0.852,0.032,0.032,0.578,0.578,0.0041,0.0041,-0.032,0.199,0.015,0.015,0.096,0.096,0.482,0.482
"CB4.1C","1986-12-09","B",NA,19.8,7,10.6,50.2,3.32,3.32,0.687,0.687,NA,NA,0.216,0.216,0.0118,0.0118,0.373,0.373,0.021,0.021,0.129,0.129,0.087,0.087
"CB4.1C","1986-12-09","BP",NA,17.1,8.6,8.9,4,1.2,1.2,0.623,0.623,0.027,0.027,0.312,0.312,0.0083,0.0083,0.287,0.287,0.017,0.017,0.119,0.119,0.193,0.193
"CB4.1C","1986-12-09","S",1.8,11.5,10.5,7.5,4,7.23,7.23,0.859,0.859,0.035,0.035,0.589,0.589,0.0036,0.0036,-0.099,0.199,0.014,0.014,0.09,0.09,0.499,0.499
"CB4.1C","1987-01-06","AP",NA,15,9.7,5.5,4.2,5.91,5.91,0.75,0.75,0.029,0.029,0.494,0.494,0.0028,0.0028,-0.12,0.199,0.015,0.015,0.094,0.094,0.4,0.4
"CB4.1C","1987-01-06","B",NA,18.9,8.8,6.4,29.2,9.27,9.27,0.574,0.574,0.049,0.049,0.212,0.212,0.0037,0.0037,0.066,0.199,0,0.012,0.048,0.048,0.164,0.164
"CB4.1C","1987-01-06","BP",NA,17.4,8.8,6.2,10.8,5.78,5.78,0.686,0.686,0.038,0.038,0.323,0.323,0.0034,0.0034,-0.026,0.199,0,0.012,0.077,0.077,0.246,0.246
"CB4.1C","1987-01-06","S",2.8,13.8,11.6,5.2,4,3.66,3.66,0.782,0.782,0.025,0.025,0.574,0.574,0.0025,0.0025,-0.222,0.199,0,0.012,0.092,0.092,0.482,0.482
"CB4.1C","1987-02-25","AP",NA,17,11.1,2,10.9,16.35,16.35,0.818,0.818,0.034,0.034,0.261,0.261,0.0022,0.0022,0.032,0.199,0,0.012,0.023,0.023,0.238,0.238
"CB4.1C","1987-02-25","B",NA,18.3,10.4,2.1,87.2,23.74,23.74,0.845,0.845,0.091,0.091,0.216,0.216,0.0022,0.0022,0.145,0.199,0,0.012,0.051,0.051,0.165,0.165
"CB4.1C","1987-02-25","BP",NA,17.9,10.6,2.1,12.1,16.55,16.55,0.672,0.672,0.041,0.041,0.203,0.203,0.0022,0.0022,0.108,0.199,0,0.012,0.031,0.031,0.172,0.172
"CB4.1C","1987-02-25","S",2,13.6,13.9,2.3,5.7,11.96,11.96,0.895,0.895,0.027,0.027,0.545,0.545,0.0031,0.0031,-0.285,0.199,0,0.012,0.02,0.02,0.525,0.525
"CB4.1C","1987-03-11","AP",NA,15.1,11.5,3.5,7,11.51,11.51,0.995,0.995,0.026,0.026,0.378,0.378,0.0024,0.0024,-0.105,0.199,0,0.012,0.013,0.013,0.365,0.365
"CB4.1C","1987-03-11","B",NA,19.1,9.4,3.1,103.6,23.62,23.62,1.439,1.439,0.111,0.111,0.203,0.203,0.0034,0.0034,0.181,0.199,0,0.012,0.054,0.054,0.149,0.149
"CB4.1C","1987-03-11","BP",NA,17.5,10.4,3.4,10.9,17.24,17.24,0.864,0.864,0.037,0.037,0.255,0.255,0,0.0016,0.086,0.199,0,0.012,0.061,0.061,0.194,0.194
"CB4.1C","1987-03-11","S",2,14.7,11,3.4,7,8.82,8.82,1.104,1.104,0.025,0.025,0.407,0.407,0,0.0016,-0.124,0.199,0,0.012,0.013,0.013,0.394,0.394
"CB4.1C","1987-03-25","AP",NA,12.9,13.5,8.6,4.6,7.85,7.85,1.063,1.063,0.021,0.021,0.61,0.61,0,0.0016,-0.313,0.199,0,0.012,0.007,0.007,0.603,0.603
"CB4.1C","1987-03-25","B",NA,19.9,9.3,4.6,28.5,29.53,29.53,0.911,0.911,0.051,0.051,0.171,0.171,0.0023,0.0023,0.269,0.269,0.012,0.012,0.05,0.05,0.121,0.121
"CB4.1C","1987-03-25","BP",NA,19.2,9.3,4.6,8.9,28.11,28.11,0.8,0.8,0.028,0.028,0.206,0.206,0.0022,0.0022,0.24,0.24,0,0.012,0.046,0.046,0.16,0.16
"CB4.1C","1987-03-25","S",2.4,12.9,13.5,8.6,4.5,7.89,7.89,1.08,1.08,0.022,0.022,0.647,0.647,0,0.0016,-0.25,0.199,0,0.012,0.007,0.007,0.64,0.64
"CB4.1C","1987-04-07","AP",NA,6.3,13.4,9.5,6.8,9.07,9.07,1.343,1.343,0.029,0.029,0.885,0.885,0,0.0016,-0.403,0.199,0,0.012,0.032,0.032,0.853,0.853
"CB4.1C","1987-04-07","B",NA,17.9,6.8,6,12.2,37.96,37.96,1.168,1.168,0.037,0.037,0.291,0.291,0.0023,0.0023,0.252,0.252,0,0.012,0.103,0.103,0.188,0.188
"CB4.1C","1987-04-07","BP",NA,16.6,7.3,6.9,10.2,35.08,35.08,1.159,1.159,0.032,0.032,0.363,0.363,0.0019,0.0019,0.051,0.199,0,0.012,0.094,0.094,0.269,0.269
"CB4.1C","1987-04-07","S",1,6.3,13.4,9.5,7.2,10.07,10.07,1.313,1.313,0.026,0.026,0.912,0.912,0.0017,0.0017,-0.543,0.199,0,0.012,0.039,0.039,0.873,0.873
"CB4.1C","1987-04-21","AP",NA,10.1,10.6,11.3,6.5,27.61,27.61,1.272,1.272,0.037,0.037,0.642,0.642,0.0019,0.0019,-0.102,0.199,0,0.012,0.09,0.09,0.552,0.552
"CB4.1C","1987-04-21","B",NA,18.2,5.3,8.1,13,39.87,39.87,0.987,0.987,0.042,0.042,0.314,0.314,0.0034,0.0034,0.403,0.403,0,0.012,0.147,0.147,0.167,0.167
"CB4.1C","1987-04-21","BP",NA,16.5,6,8.6,6.4,27.71,27.71,1.042,1.042,0.031,0.031,0.391,0.391,0.0047,0.0047,0.188,0.199,0,0.012,0.129,0.129,0.262,0.262
"CB4.1C","1987-04-21","S",1.6,9.5,12.4,11.6,8.2,36.38,36.38,1.362,1.362,0.041,0.041,0.667,0.667,0.0023,0.0023,-0.022,0.199,0,0.012,0.095,0.095,0.572,0.572
"CB4.1C","1987-05-05","AP",NA,12.7,8.1,12.4,4,9.49,9.49,0.972,0.972,0.025,0.025,0.399,0.399,0,0.0016,0.068,0.199,0.014,0.014,0.057,0.057,0.342,0.342
"CB4.1C","1987-05-05","B",NA,18.8,2.9,12.2,12.1,24.03,24.03,0.846,0.846,0.042,0.042,0.138,0.138,0,0.0016,0.434,0.434,0.014,0.014,0.072,0.072,0.066,0.066
"CB4.1C","1987-05-05","BP",NA,18.3,2.7,12.1,7.9,26.49,26.49,0.825,0.825,0.034,0.034,0.237,0.237,0.0018,0.0018,0.365,0.365,0.014,0.014,0.122,0.122,0.115,0.115
"CB4.1C","1987-05-05","S",3.2,11.5,9.3,13.3,4.2,3.21,3.21,0.894,0.894,0.021,0.021,0.494,0.494,0,0.0016,-0.094,0.199,0,0.012,0.05,0.05,0.444,0.444
"CB4.1C","1987-05-19","AP",NA,12.2,9,17.4,5.6,27.44,27.44,0.998,0.998,0.032,0.032,0.3,0.3,0,0.0016,0.052,0.199,0,0.012,0.012,0.012,0.288,0.288
"CB4.1C","1987-05-19","B",NA,17.9,0.4,12.9,18.9,5.68,5.68,0.992,0.992,0.042,0.042,0.276,0.276,0.0031,0.0031,0.438,0.438,0,0.012,0.194,0.194,0.082,0.082
"CB4.1C","1987-05-19","BP",NA,15.7,1.4,13.9,7,38.88,38.88,0.999,0.999,0.037,0.037,0.241,0.241,0,0.0016,0.171,0.199,0,0.012,0.052,0.052,0.189,0.189
"CB4.1C","1987-05-19","S",1.6,11.9,9.5,17.5,6.2,33.64,33.64,0.956,0.956,0.036,0.036,0.293,0.293,0,0.0016,0.084,0.199,0,0.012,0.007,0.007,0.286,0.286
"CB4.1C","1987-06-02","AP",NA,11.1,8.7,22.9,4,10.96,10.96,0.921,0.921,0.039,0.039,0.411,0.411,0.0079,0.0079,0.499,0.499,0.016,0.016,0.32,0.32,0.091,0.091
"CB4.1C","1987-06-02","B",NA,17.1,0.2,14.2,4,1.89,1.89,0.863,0.863,0.04,0.04,0.428,0.428,0.0281,0.0281,0.637,0.637,0.035,0.035,0.375,0.375,0.053,0.053
"CB4.1C","1987-06-02","BP",NA,15.3,1.2,16.1,4,2.32,2.32,0.707,0.707,0.038,0.038,0.189,0.189,0.0039,0.0039,0.273,0.273,0.016,0.016,0.082,0.082,0.107,0.107
"CB4.1C","1987-06-02","S",1.6,10.8,9.1,24.1,4,7.87,7.87,0.767,0.767,0.035,0.035,0.138,0.138,0.0054,0.0054,0.483,0.483,0.018,0.018,0.021,0.021,0.117,0.117
"CB4.1C","1987-06-16","AP",NA,13.5,2.9,19.9,4,3.17,3.17,0.469,0.469,0.039,0.039,0.3,0.3,0.0081,0.0081,0.201,0.201,0.018,0.018,0.241,0.241,0.059,0.059
"CB4.1C","1987-06-16","B",NA,17.8,0.3,16.6,6.6,4.64,4.64,0.5575,0.5575,0.084,0.084,0.3965,0.3965,0.0594,0.0594,0.323,0.323,0.068,0.068,0.389,0.389,0.0075,0.0075
"CB4.1C","1987-06-16","BP",NA,16.6,0.3,17.2,4,1.14,1.14,0.3829,0.3829,0.053,0.053,0.3499,0.3499,0.0319,0.0319,0.377,0.377,0.039,0.039,0.347,0.347,0.0029,0.0029
"CB4.1C","1987-06-16","S",1.6,12.4,8.3,23.8,4,12.56,12.56,0.4211,0.4211,0.04,0.04,0.0581,0.0581,0.0027,0.0027,-0.051,0.199,0.015,0.015,0.007,0.007,0.0511,0.0511
"CB4.1C","1987-07-07","AP",NA,15.8,0.9,22.8,4,1.42,1.42,0.4893,0.4893,0.05,0.05,0.2053,0.2053,0.03,0.03,0.281,0.281,0.035,0.035,0.196,0.196,0.0093,0.0093
"CB4.1C","1987-07-07","B",NA,18.8,0.3,19.5,4,1.87,1.87,0.8387,0.8387,0.105,0.105,0.4987,0.4987,0.0874,0.0874,0.491,0.491,0.093,0.093,0.49,0.49,0.0087,0.0087
"CB4.1C","1987-07-07","BP",NA,18.2,0.3,20,4,1.2,1.2,0.7648,0.7648,0.095,0.095,0.4438,0.4438,0.0734,0.0734,0.425,0.425,0.082,0.082,0.439,0.439,0.0048,0.0048
"CB4.1C","1987-07-07","S",1.8,14.1,7.5,25.7,4,9.79,9.79,0.4316,0.4316,0.037,0.037,0.0076,0.0076,0.0027,0.0027,-0.002,0.199,0.012,0.012,0.006,0.006,0.0016,0.0016
"CB4.1C","1987-07-21","AP",NA,12.4,4.6,26.7,4,3.74,3.74,0.5443,0.5443,0.059,0.059,0.1823,0.1823,0.0291,0.0291,0.476,0.476,0.038,0.038,0.178,0.178,0.0043,0.0043
"CB4.1C","1987-07-21","B",NA,19,0.1,24.4,4.4,1.64,1.64,0.5453,0.5453,0.075,0.075,0.2943,0.2943,0.0573,0.0573,0.515,0.515,0.062,0.062,0.289,0.289,0.0053,0.0053
"CB4.1C","1987-07-21","BP",NA,16.6,0.2,24.5,4,0,1,0.5644,0.5644,0.077,0.077,0.3414,0.3414,0.0585,0.0585,0.446,0.446,0.064,0.064,0.337,0.337,0.0044,0.0044
"CB4.1C","1987-07-21","S",1.6,11.2,6.9,28.2,4,6.8,6.8,0.5681,0.5681,0.046,0.046,0.1081,0.1081,0.0062,0.0062,0.362,0.362,0.019,0.019,0.08,0.08,0.0281,0.0281
"CB4.1C","1987-08-04","AP",NA,14.7,2,26.7,4,3.96,3.96,0.703,0.703,0.061,0.061,0.186,0.186,0.0329,0.0329,0.517,0.517,0.041,0.041,0.183,0.183,0.003,0.003
"CB4.1C","1987-08-04","B",NA,20.6,0.1,25.3,6.6,2.02,2.02,0.803,0.803,0.095,0.095,0.32,0.32,0.0732,0.0732,0.677,0.677,0.086,0.086,0.317,0.317,0.003,0.003
"CB4.1C","1987-08-04","BP",NA,18.2,0.2,25.5,2.8,1.32,1.32,0.773,0.773,0.103,0.103,0.323,0.323,0.0864,0.0864,0.657,0.657,0.093,0.093,0.31,0.31,0.013,0.013
"CB4.1C","1987-08-04","S",1,13.1,6.4,27.8,6.6,12.66,12.66,0.6736,0.6736,0.054,0.054,0.0606,0.0606,0.0083,0.0083,0.496,0.496,0.02,0.02,0.057,0.057,0.0036,0.0036
"CB4.1C","1987-08-18","AP",NA,13.8,6.3,27.5,5.2,8.97,8.97,0.7921,0.7921,0.048,0.048,0.0431,0.0431,0.0035,0.0035,0.458,0.458,0.018,0.018,0.041,0.041,0.0021,0.0021
"CB4.1C","1987-08-18","B",NA,19.5,0.1,26.3,4.8,2.59,2.59,0.7735,0.7735,0.052,0.052,0.3675,0.3675,0.0983,0.0983,0.757,0.757,NA,NA,0.364,0.364,0.0035,0.0035
"CB4.1C","1987-08-18","BP",NA,18.8,0.1,26.3,2.6,1.59,1.59,0.6827,0.6827,0.113,0.113,0.3717,0.3717,0.0964,0.0964,0.637,0.637,0.105,0.105,0.369,0.369,0.0027,0.0027
"CB4.1C","1987-08-18","S",1.2,13.5,8.5,28.2,9.7,27.25,27.25,0.7538,0.7538,0.107,0.107,0.0218,0.0218,0.0056,0.0056,0.466,0.466,0.03,0.03,0.018,0.018,0.0038,0.0038
"CB4.1C","1987-09-02","AP",NA,16.3,5.3,24.8,3.1,2.54,2.54,0.3645,0.3645,0.049,0.049,0.1265,0.1265,0.0183,0.0183,0.336,0.336,0.031,0.031,0.102,0.102,0.0245,0.0245
"CB4.1C","1987-09-02","B",NA,23.2,1,26.2,9.8,2.29,2.29,0.4532,0.4532,0.074,0.074,0.2852,0.2852,0.05,0.05,0.457,0.457,0.061,0.061,0.282,0.282,0.0032,0.0032
"CB4.1C","1987-09-02","BP",NA,22,1.1,26.1,3.8,0,1,0.4218,0.4218,0.068,0.068,0.2588,0.2588,0.0488,0.0488,0.468,0.468,0.053,0.053,0.257,0.257,0.0018,0.0018
"CB4.1C","1987-09-02","S",1.8,15.1,8.2,24.5,5.1,10.67,10.67,0.4218,0.4218,0.059,0.059,0.0558,0.0558,0.0123,0.0123,0.318,0.318,0.031,0.031,0.024,0.024,0.0318,0.0318
"CB4.1C","1987-09-15","AP",NA,17.2,2.8,24.5,4,2.49,2.49,0.713,0.713,0.053,0.053,0.298,0.298,0.0355,0.0355,0.487,0.487,0.042,0.042,0.195,0.195,0.103,0.103
"CB4.1C","1987-09-15","B",NA,20.9,0.1,25.3,2.8,1.27,1.27,0.7024,0.7024,0.108,0.108,0.4214,0.4214,0.0872,0.0872,0.808,0.808,0.098,0.098,0.409,0.409,0.0124,0.0124
"CB4.1C","1987-09-15","BP",NA,19.8,0.2,25,2.2,0,1,0.6175,0.6175,0.093,0.093,0.3555,0.3555,0.0683,0.0683,0.753,0.753,0.074,0.074,0.348,0.348,0.0075,0.0075
"CB4.1C","1987-09-15","S",1.6,15.6,9.1,25.5,6,13.66,13.66,0.7357,0.7357,0.045,0.045,0.0887,0.0887,0.004,0.004,0.354,0.354,0.021,0.021,0.023,0.023,0.0657,0.0657
"CB4.1C","1987-10-06","AP",NA,16.4,5.3,20.2,3.6,10.27,10.27,0.684,0.684,0.0306,0.0306,0.2322,0.2322,0.0151,0.0151,0.56,0.56,0.017,0.017,0.122,0.122,0.1102,0.1102
"CB4.1C","1987-10-06","B",NA,19.5,1.4,22.6,3.4,2.09,2.09,0.7317,0.7317,0.0343,0.0343,0.335,0.335,0.0271,0.0271,0.65,0.65,0.025,0.025,0.27,0.27,0.065,0.065
"CB4.1C","1987-10-06","BP",NA,19.3,1.1,22.9,3.2,2.59,2.59,0.7133,0.7133,0.0448,0.0448,0.4888,0.4888,0.0322,0.0322,0.64,0.64,0.033,0.033,0.426,0.426,0.0628,0.0628
"CB4.1C","1987-10-06","S",1.6,14.9,8.2,18.8,4.4,10.07,10.07,0.815,0.815,0.0397,0.0397,0.248,0.248,0.0165,0.0165,0.64,0.64,0.022,0.022,0.121,0.121,0.127,0.127
"CB4.1C","1987-10-20","AP",NA,11.3,10.9,15.4,4.3,15.35,15.35,0.886,0.886,0.0227,0.0227,0.328,0.328,0.0023,0.0023,0.67,0.67,0.006,0.006,0.016,0.016,0.312,0.312
"CB4.1C","1987-10-20","B",NA,19,5.4,17,9.6,5.18,5.18,0.596,0.596,0.023,0.023,0.177,0.177,0.0078,0.0078,0.49,0.49,0.008,0.008,0.147,0.147,0.03,0.03
"CB4.1C","1987-10-20","BP",NA,15.8,8.3,16.3,2.7,4.86,4.86,0.5599,0.5599,0.0141,0.0141,0.178,0.178,0.0032,0.0032,0.47,0.47,0.005,0.005,0.079,0.079,0.099,0.099
"CB4.1C","1987-10-20","S",1.6,11.3,10.9,15.4,4.2,12.16,12.16,0.827,0.827,0.0206,0.0206,0.321,0.321,0.0019,0.0019,0.63,0.63,0.005,0.005,0.007,0.007,0.314,0.314
"CB4.1C","1987-11-17","AP",NA,16.4,9.4,11.7,2.8,0,1,0.6066,0.6066,0.018,0.018,0.257,0.257,0.0116,0.0116,0.57,0.57,0.016,0.016,0.129,0.129,0.128,0.128
"CB4.1C","1987-11-17","B",NA,18.7,9,12.5,24.1,0,1,0.681,0.681,0.0389,0.0389,0.208,0.208,0.0136,0.0136,0.5,0.5,0.015,0.015,0.152,0.152,0.056,0.056
"CB4.1C","1987-11-17","BP",NA,18.4,9,12.3,6.6,3.79,3.79,0.5282,0.5282,0.0186,0.0186,0.201,0.201,0.0117,0.0117,0.49,0.49,0.014,0.014,0.132,0.132,0.069,0.069
"CB4.1C","1987-11-17","S",2,14,12.4,11.4,16.4,0,1,0.83,0.83,0.0189,0.0189,0.362,0.362,0.0078,0.0078,0.72,0.72,0.01,0.01,0.101,0.101,0.261,0.261
"CB4.1C","1987-12-15","AP",NA,11,11.6,6.6,5.2,18.69,18.69,1.173,1.173,0.0394,0.0394,0.619,0.619,0.0055,0.0055,0.85,0.85,0.005,0.005,0.039,0.039,0.58,0.58
"CB4.1C","1987-12-15","B",NA,19.9,8.1,8.7,18.2,2.19,2.19,0.6374,0.6374,0.0265,0.0265,0.205,0.205,0.0085,0.0085,0.54,0.54,0.009,0.009,0.118,0.118,0.087,0.087
"CB4.1C","1987-12-15","BP",NA,17.4,8.5,8.2,2.8,1.87,1.87,0.6421,0.6421,0.0094,0.0094,0.268,0.268,0.0024,0.0024,0.58,0.58,0.003,0.003,0.102,0.102,0.166,0.166
"CB4.1C","1987-12-15","S",1.8,11,11.8,6.6,4.2,13.08,13.08,1.002,1.002,0.0245,0.0245,0.503,0.503,0.0024,0.0024,0.82,0.82,0.002,0.002,0.037,0.037,0.466,0.466
"CB4.1C","1988-01-12","AP",NA,14.4,12,1.5,3.6,15.95,15.95,0.879,0.879,0.0175,0.0175,0.376,0.376,0.0035,0.0035,0.7,0.7,0.003,0.003,0.021,0.021,0.355,0.355
"CB4.1C","1988-01-12","B",NA,18.5,9.9,3.8,8.5,18.54,18.54,0.72,0.72,0.0222,0.0222,0.177,0.177,0.0033,0.0033,0.5,0.5,0.004,0.004,0.041,0.041,0.136,0.136
"CB4.1C","1988-01-12","BP",NA,17.4,10.3,3.3,4.6,15.25,15.25,0.791,0.791,0.0199,0.0199,0.197,0.197,0.0029,0.0029,0.59,0.59,0.005,0.005,0.033,0.033,0.164,0.164
"CB4.1C","1988-01-12","S",2.3,13.3,13.9,0.9,3.3,12.63,12.63,0.967,0.967,0.0224,0.0224,0.431,0.431,0.0028,0.0028,0.77,0.77,0.004,0.004,0.042,0.042,0.389,0.389
"CB4.1C","1988-02-23","AP",NA,12.1,12.9,2.3,4.8,10.62,10.62,0.999,0.999,0.0187,0.0187,0.458,0.458,0.0036,0.0036,0.77,0.77,0.002,0.002,0.051,0.051,0.407,0.407
"CB4.1C","1988-02-23","B",NA,17.5,8.6,2.3,53.4,44.86,44.86,1.295,1.295,0.0858,0.0858,0.334,0.334,0.0077,0.0077,0.6,0.6,0.005,0.005,0.129,0.129,0.205,0.205
"CB4.1C","1988-02-23","BP",NA,16.3,9.4,2.2,8.2,19.29,19.29,1.015,1.015,0.0249,0.0249,0.327,0.327,0.0035,0.0035,0.67,0.67,0.003,0.003,0.072,0.072,0.255,0.255
"CB4.1C","1988-02-23","S",2,11.7,13.1,2.6,3.9,7.78,7.78,1.047,1.047,0.0161,0.0161,0.519,0.519,0.0019,0.0019,0.87,0.87,0.003,0.003,0.032,0.032,0.487,0.487
"CB4.1C","1988-03-17","AP",NA,9.9,10.7,4.8,7.2,10.91,10.91,1.234,1.234,0.0242,0.0242,0.811,0.811,0.003,0.003,0.98,0.98,0.004,0.004,0.038,0.038,0.773,0.773
"CB4.1C","1988-03-17","B",NA,19.5,8.5,4.8,10.3,9.27,9.27,0.64,0.64,0.0166,0.0176,0.139,0.139,0.0022,0.0022,0.43,0.43,0,0.001,0.048,0.048,0.091,0.091
"CB4.1C","1988-03-17","BP",NA,18.7,8.2,4.7,8.8,14.65,14.65,0.664,0.664,0.0214,0.0214,0.16,0.16,0.0025,0.0025,0.42,0.42,0.004,0.004,0.049,0.049,0.111,0.111
"CB4.1C","1988-03-17","S",2,9.9,10.8,4.9,5.9,9.37,9.37,1.267,1.267,0.0219,0.0219,0.853,0.853,0.0029,0.0029,1.04,1.04,0.005,0.005,0.034,0.034,0.819,0.819
"CB4.1C","1988-03-29","AP",NA,10.7,11,9,3.4,3.59,3.59,1.229,1.229,0.0116,0.0126,0.851,0.851,0.0021,0.0021,1.11,1.11,0,0.001,0.094,0.094,0.757,0.757
"CB4.1C","1988-03-29","B",NA,16.9,4.9,5.5,12.7,7.26,7.26,1.096,1.096,0.036,0.036,0.443,0.443,0.0045,0.0045,0.78,0.78,0.004,0.004,0.218,0.218,0.225,0.225
"CB4.1C","1988-03-29","BP",NA,15.5,7.1,6,6.6,10.17,10.17,0.99,0.99,0.0216,0.0226,0.44,0.44,0.0025,0.0025,0.77,0.77,0,0.001,0.127,0.127,0.313,0.313
"CB4.1C","1988-03-29","S",2,10.7,11,9,3.7,3.44,3.44,1.267,1.267,0.019,0.019,0.871,0.871,0.0023,0.0023,1.13,1.13,0.002,0.002,0.097,0.097,0.774,0.774
"CB4.1C","1988-04-12","AP",NA,11.3,9.8,10.2,4.5,9.42,9.42,1.096,1.096,0.0117,0.0127,0.694,0.694,0.0014,0.0014,0.97,0.97,0,0.001,0.106,0.106,0.588,0.588
"CB4.1C","1988-04-12","B",NA,18.2,7.6,9.1,32.3,17.94,17.94,0.856,0.856,0.0371,0.0381,0.194,0.194,0.0029,0.0029,0.53,0.53,0,0.001,0.062,0.062,0.132,0.132
"CB4.1C","1988-04-12","BP",NA,17.7,7.7,9.3,9,15.81,15.81,0.755,0.755,0.017,0.018,0.215,0.215,0.003,0.003,0.54,0.54,0,0.001,0.053,0.053,0.162,0.162
