"","values","value2"
"1068",0.066,0.066
"1069",0.294,0.294
"1070",0.0393,0.0393
"1071",0.245,0.245
"1072",0.077,0.077
"1073",0.165,0.165
"1074",0.075,0.075
"1075",0.067,0.067
"1076",0.023,0.023
"1077",0.0182,0.0182
"1078",0.0146,0.0146
"1079",0.0035,0.0035
"1080",0.0184,0.0184
"1081",0.0019,0.0019
"1082",0.0029,0.0029
"1083",0.0097,0.0097
"1084",0.0175,0.0175
"1085",0.0199,0.0199
"1086",0.0361,0.0361
"1087",0.0037,0.0037
"1088",0.0161,0.0161
"1089",0.0103,0.0103
"1090",0.0249,0.0249
"1091",0.0539,0.0539
"1092",0.0209,0.0209
"1093",0.0272,0.0272
"1094",0.0386,0.0386
"1095",0.084,0.084
"1096",0.151,0.151
"1097",0.281,0.281
"1098",0.207,0.207
"1099",0.375,0.375
"1100",0.144,0.144
"1101",0.493,0.493
"1102",0.204,0.204
"1103",0.543,0.543
"1104",0.305,0.305
"1105",0.84,0.84
"1106",0.196,0.196
"1107",0.72,0.72
"1108",0.143,0.143
"1109",0.542,0.542
"1110",0.17,0.17
"1111",0.44,0.44
"1112",0.316,0.316
"1113",0.103,0.103
"1114",0.177,0.177
"1115",0.075,0.075
"1116",0.01,0.01
"1117",0.0172,0.0172
"1118",0.003,0.003
"1119",0.0011,0.0011
"1120",0.0014,0.0014
"1121",0.0042,0.0042
"1122",0.0031,0.0031
"1123",0.0069,0.0069
"1124",0.0079,0.0079
"1125",0.0144,0.0144
"1126",0.025,0.025
"1127",0.0229,0.0229
"1128",0.0243,0.0243
"1129",0.023,0.023
"1130",0.0466,0.0466
"1131",0.0379,0.0379
"1132",0.038,0.038
"1133",0.0339,0.0339
"1134",0.06,0.06
"1135",0.055,0.055
"1136",0.233,0.233
"1137",0.124,0.124
"1138",0.283,0.283
"1139",0.087,0.087
"1140",0.356,0.356
"1141",0.09,0.09
"1142",0.329,0.329
"1143",0.057,0.057
"1144",0.577,0.577
