"station"	"date"	"layer"	"no23f..Data.values"	"no23f..Data.value2"	"no23f.remark.codes"	"no23f.value.codes"	"no23f.reporting.level"	"no23f.reporting.method"	"no23f.reporting.units"	"no23f.analyte.method"	"no23f.analyte.name"	"no23f.unique.code"
"TF2.2"	2015-01-20	"S"	 1.38000	 1.38000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-02-09	"B"	 1.32000	 1.32000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-02-09	"S"	 1.33000	 1.33000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-03-12	"B"	 1.22000	 1.22000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-03-12	"S"	 1.21000	 1.21000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-04-06	"B"	 1.23000	 1.23000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-04-06	"S"	 1.24000	 1.24000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-05-18	"B"	 0.63800	 0.63800	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-05-18	"S"	 0.63200	 0.63200	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-06-15	"B"	 0.67800	 0.67800	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-06-15	"S"	 0.67600	 0.67600	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-07-06	"B"	 0.98600	 0.98600	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-07-06	"S"	 0.96500	 0.96500	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-08-17	"B"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-08-17	"S"	 0.04750	 0.04750	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-09-21	"B"	 0.11100	 0.11100	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-09-21	"S"	 0.10800	 0.10800	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-10-13	"B"	 1.18000	 1.18000	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-10-13	"S"	 1.13000	 1.13000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-08-05	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-08-05	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-09-25	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-09-25	"S"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-10-08	"B"	 0.20000	 0.20000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-10-08	"S"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-11-12	"B"	 0.28000	 0.28000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-11-12	"S"	 0.28000	 0.28000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-12-11	"B"	 0.58000	 0.58000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-12-11	"S"	 0.58000	 0.58000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-03-12	"B"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-03-12	"S"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-04-09	"B"	 0.42000	 0.42000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-04-09	"S"	 0.43000	 0.43000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-05-14	"B"	 0.43000	 0.43000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-05-14	"S"	 0.43000	 0.43000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-06-11	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-06-11	"S"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-07-16	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1986-07-16	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1986-08-13	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1986-08-13	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1986-09-23	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1986-09-23	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1986-10-09	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-10-09	"S"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-11-19	"B"	 0.47000	 0.47000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-11-19	"S"	 0.48000	 0.48000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-12-10	"B"	 0.50000	 0.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-12-10	"S"	 0.49000	 0.49000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-01-07	"B"	 0.83000	 0.83000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-01-07	"S"	 0.81000	 0.81000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-03-12	"B"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-03-12	"S"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-04-08	"B"	 0.79000	 0.79000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-04-08	"S"	 0.81000	 0.81000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-05-07	"B"	 0.67000	 0.67000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-05-07	"S"	 0.69000	 0.69000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-06-03	"B"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-06-03	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-07-08	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-07-08	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1987-08-05	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1987-08-05	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1987-09-03	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1987-09-03	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1987-10-07	"B"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-10-07	"S"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-11-19	"B"	 0.44000	 0.44000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-11-19	"S"	 0.43000	 0.43000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-12-16	"B"	 0.74000	 0.74000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-12-16	"S"	 0.74000	 0.74000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-02-24	"B"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-02-24	"S"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-03-16	"B"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-03-16	"S"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-04-14	"B"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-04-14	"S"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-05-12	"B"	 1.20000	 1.20000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-05-12	"S"	 1.20000	 1.20000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-06-22	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1988-06-22	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1988-07-20	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-07-20	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-08-11	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-08-11	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1988-09-22	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1988-09-22	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1988-10-06	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-10-06	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-11-22	"B"	 0.30000	 0.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-11-22	"S"	 0.31000	 0.31000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-12-07	"B"	 0.42000	 0.42000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-12-07	"S"	 0.42000	 0.42000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-01-19	"B"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-01-19	"S"	 0.90000	 0.90000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-02-16	"B"	 1.10000	 1.10000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-02-16	"S"	 1.10000	 1.10000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-03-22	"B"	 1.10000	 1.10000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-03-22	"S"	 1.10000	 1.10000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-04-06	"B"	 0.78000	 0.78000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-04-06	"S"	 0.79000	 0.79000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-05-04	"B"	 0.40000	 0.40000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-05-04	"S"	 0.40000	 0.40000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-06-15	"B"	 0.30000	 0.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-06-15	"S"	 0.31000	 0.31000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-07-27	"B"	 0.65000	 0.65000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-07-27	"S"	 0.67000	 0.67000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-08-17	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-08-17	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-09-14	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-09-14	"S"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-10-12	"B"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-10-12	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-11-15	"B"	 0.29000	 0.29000	" "	""	NA	""	""	""	""	""
"WT2.1"	1989-11-15	"S"	 0.29000	 0.29000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-01-18	"B"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-01-18	"S"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-02-07	"B"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-02-07	"S"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-03-22	"B"	 1.40000	 1.40000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-03-22	"S"	 1.35000	 1.35000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-04-19	"B"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-04-19	"S"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-05-17	"B"	 1.40000	 1.40000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-05-17	"S"	 1.40000	 1.40000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-06-14	"B"	 0.53000	 0.53000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-06-14	"S"	 0.55000	 0.55000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-07-19	"B"	 0.69000	 0.69000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-07-19	"S"	 0.68000	 0.68000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-08-16	"B"	 0.25000	 0.25000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-08-16	"S"	 0.25000	 0.25000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-09-13	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-09-13	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-10-31	"B"	 0.44000	 0.44000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-10-31	"S"	 0.43000	 0.43000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-11-15	"B"	 0.57000	 0.57000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-11-15	"S"	 0.57000	 0.57000	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-12-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"WT2.1"	1990-12-13	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-01-10	"B"	 1.90000	 1.90000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-01-10	"S"	 1.90000	 1.90000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-02-13	"B"	 2.00000	 2.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-02-13	"S"	 2.00000	 2.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-03-27	"B"	 1.40000	 1.40000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-03-27	"S"	 1.40000	 1.40000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-04-11	"B"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-04-11	"S"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-05-09	"B"	 0.80000	 0.80000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-05-09	"S"	 0.80000	 0.80000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-06-06	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1991-06-06	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-07-11	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1991-07-11	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1991-08-08	"B"	 0.54000	 0.54000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-08-08	"S"	 0.55000	 0.55000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-09-26	"B"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-09-26	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-10-21	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-10-21	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-11-07	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1991-11-07	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1991-12-10	"B"	 0.45000	 0.45000	" "	""	NA	""	""	""	""	""
"WT2.1"	1991-12-10	"S"	 0.45000	 0.45000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-01-08	"B"	 0.65000	 0.65000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-01-08	"S"	 0.64000	 0.64000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-02-27	"B"	 0.80000	 0.80000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-02-27	"S"	 0.72000	 0.72000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-04-01	"B"	 0.90000	 0.90000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-04-01	"S"	 0.68000	 0.68000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-04-16	"B"	 0.36000	 0.36000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-04-16	"S"	 0.35500	 0.35500	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-05-14	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1992-05-14	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1992-06-11	"B"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-06-11	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-07-23	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-07-23	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-08-26	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1992-08-26	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1992-09-24	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1992-09-24	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1992-10-22	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-10-22	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-11-19	"B"	 0.30000	 0.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-11-19	"S"	 0.30000	 0.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-12-16	"B"	 0.72000	 0.72000	" "	""	NA	""	""	""	""	""
"WT2.1"	1992-12-16	"S"	 0.70000	 0.70000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-01-06	"B"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-01-06	"S"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-02-10	"B"	 0.77000	 0.77000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-02-10	"S"	 1.15000	 1.15000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-03-11	"B"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-03-11	"S"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-04-15	"B"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-04-15	"S"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-05-13	"B"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-05-13	"S"	 1.10000	 1.10000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-06-30	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1993-06-30	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1993-07-15	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1993-07-15	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1993-08-11	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-08-11	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-09-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-09-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-10-14	"B"	 0.10200	 0.10200	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-10-14	"S"	 0.10700	 0.10700	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-11-17	"B"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-11-17	"S"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-12-09	"B"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	1993-12-09	"S"	 1.20000	 1.20000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-01-05	"B"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-01-05	"S"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-03-23	"B"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-03-23	"S"	 1.70000	 1.70000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-04-21	"B"	 1.46600	 1.46600	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-04-21	"S"	 1.50600	 1.50600	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-05-26	"B"	 0.97700	 0.97700	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-05-26	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1994-06-29	"B"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-06-29	"S"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-07-27	"B"	 0.10700	 0.10700	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-07-27	"S"	 0.10300	 0.10300	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-08-31	"B"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-08-31	"S"	 0.09500	 0.09500	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-09-28	"B"	 0.12500	 0.12500	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-09-28	"S"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-10-27	"B"	 0.21900	 0.21900	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-10-27	"S"	 0.21800	 0.21800	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-11-16	"B"	 0.16200	 0.16200	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-11-16	"S"	 0.17200	 0.17200	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-12-15	"B"	 0.64000	 0.64000	" "	""	NA	""	""	""	""	""
"WT2.1"	1994-12-15	"S"	 0.64400	 0.64400	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-01-11	"B"	 0.74000	 0.74000	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-01-11	"S"	 0.74400	 0.74400	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-02-23	"B"	 1.21100	 1.21100	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-02-23	"S"	 1.13100	 1.13100	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-03-23	"B"	 1.14800	 1.14800	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-03-23	"S"	 1.14200	 1.14200	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-04-26	"B"	 0.13700	 0.13700	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-04-26	"S"	 0.14500	 0.14500	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-05-25	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1995-05-25	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1995-06-21	"B"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1995-06-21	"S"	 0.00000	 0.02000	"<"	""	NA	""	""	""	""	""
"WT2.1"	1995-07-26	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-07-26	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-08-23	"B"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-08-23	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-09-21	"B"	 0.00000	 0.00200	"<"	""	NA	""	""	""	""	""
"WT2.1"	1995-09-21	"S"	 0.00000	 0.00200	"<"	""	NA	""	""	""	""	""
"WT2.1"	1995-10-19	"B"	 0.00000	 0.00200	"<"	""	NA	""	""	""	""	""
"WT2.1"	1995-10-19	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-11-16	"B"	 0.46500	 0.46500	" "	""	NA	""	""	""	""	""
"WT2.1"	1995-11-16	"S"	 0.61200	 0.61200	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-03-14	"B"	 1.56400	 1.56400	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-03-14	"S"	 1.73900	 1.73900	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-04-11	"B"	 1.56800	 1.56800	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-04-11	"S"	 1.57200	 1.57200	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-05-16	"B"	 0.76000	 0.76000	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-05-16	"S"	 0.87500	 0.87500	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-06-27	"B"	 0.84500	 0.84500	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-06-27	"S"	 0.84100	 0.84100	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-07-11	"B"	 0.52900	 0.52900	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-07-11	"S"	 0.55200	 0.55200	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-08-08	"B"	 0.39400	 0.39400	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-08-08	"S"	 0.38700	 0.38700	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-09-12	"B"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-09-12	"S"	 0.13400	 0.13400	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-10-10	"B"	 0.10900	 0.10900	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-10-10	"S"	 0.11600	 0.11600	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-11-21	"B"	 1.66100	 1.66100	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-11-21	"S"	 1.56800	 1.56800	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-12-11	"B"	 1.55900	 1.55900	" "	""	NA	""	""	""	""	""
"WT2.1"	1996-12-11	"S"	 1.53600	 1.53600	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-02-13	"B"	 1.99600	 1.99600	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-02-13	"S"	 1.96600	 1.96600	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-03-20	"B"	 2.00600	 2.00600	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-03-20	"S"	 2.03900	 2.03900	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-04-17	"B"	 1.14300	 1.14300	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-04-17	"S"	 1.14600	 1.14600	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-05-15	"B"	 0.55000	 0.55000	" "	""	NA	""	""	""	""	""
