"station"	"date"	"layer"	"tn..Data.values"	"tn..Data.value2"	"tn.remark.codes"	"tn.value.codes"	"tn.reporting.level"	"tn.reporting.method"	"tn.reporting.units"	"tn.analyte.method"	"tn.analyte.name"	"tn.unique.code"
"CB3.3C"	1992-03-12	"S"	1.092000	1.092000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"B"	0.697000	0.697000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"S"	1.475000	1.475000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"B"	1.129500	1.129500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"S"	1.248000	1.248000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"B"	0.993500	0.993500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"S"	1.451000	1.451000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"B"	1.088500	1.088500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"S"	2.280000	2.280000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"B"	0.761000	0.761000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"S"	0.732000	0.732000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"B"	0.746450	0.746450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"S"	0.974000	0.974000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"B"	0.809850	0.809850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"S"	0.883000	0.883000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"B"	0.840250	0.840250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"S"	0.713000	0.713000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"B"	0.890500	0.890500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"S"	0.669000	0.669000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"B"	0.718800	0.718800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"S"	0.854000	0.854000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"B"	0.606550	0.606550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"S"	0.621000	0.621000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"B"	0.548050	0.548050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"S"	0.857000	0.857000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"B"	0.580550	0.580550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"S"	0.605000	0.605000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"B"	0.703500	0.703500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"S"	0.814000	0.814000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"B"	0.604300	0.604300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"S"	0.664000	0.664000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"B"	0.671500	0.671500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"S"	1.166000	1.166000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"B"	0.588000	0.588000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"S"	0.907000	0.907000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"S"	1.214000	1.214000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"B"	0.839000	0.839000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"S"	0.940600	0.940600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"B"	0.959000	0.959000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"S"	1.122000	1.122000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"B"	1.014500	1.014500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"S"	2.363000	2.363000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"B"	0.931000	0.931000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"S"	1.448000	1.448000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"B"	1.238000	1.238000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"S"	1.429000	1.429000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"B"	1.076000	1.076000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"S"	1.531000	1.531000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"B"	1.001500	1.001500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"S"	1.137000	1.137000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"B"	0.891000	0.891000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"S"	0.926000	0.926000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"B"	0.805000	0.805000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"S"	0.884000	0.884000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"B"	1.017500	1.017500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"S"	0.707000	0.707000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"B"	0.850000	0.850000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"S"	0.618000	0.618000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"B"	0.822950	0.822950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"S"	0.764000	0.764000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"B"	0.776000	0.776000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"S"	0.707000	0.707000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"B"	0.907500	0.907500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"S"	0.748000	0.748000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"B"	0.979000	0.979000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"S"	0.698000	0.698000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"B"	0.828500	0.828500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"S"	0.561000	0.561000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"B"	0.624700	0.624700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"S"	0.698000	0.698000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"B"	0.793000	0.793000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"S"	0.906000	0.906000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"B"	0.620500	0.620500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"S"	1.254000	1.254000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"B"	0.625000	0.625000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"S"	1.251000	1.251000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"B"	1.880000	1.880000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"S"	1.724000	1.724000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"B"	1.625500	1.625500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"S"	1.958000	1.958000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"B"	1.726000	1.726000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"S"	1.900000	1.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"B"	1.589500	1.589500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"S"	1.364500	1.364500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"B"	1.463000	1.463000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"S"	1.359000	1.359000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"B"	1.355500	1.355500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"S"	1.022000	1.022000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"B"	1.057500	1.057500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"S"	1.054000	1.054000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"B"	0.923500	0.923500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"S"	0.971000	0.971000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"B"	1.058000	1.058000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"S"	0.708000	0.708000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"B"	0.946500	0.946500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"S"	1.006000	1.006000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"B"	1.080500	1.080500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"S"	0.786000	0.786000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"B"	0.789000	0.789000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"S"	0.895000	0.895000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"B"	0.570350	0.570350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"S"	0.789000	0.789000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"B"	0.708350	0.708350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"S"	0.724000	0.724000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"B"	0.788500	0.788500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"S"	0.640000	0.640000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"B"	0.629600	0.629600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"S"	0.792000	0.792000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"B"	0.872500	0.872500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"S"	0.746000	0.746000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"B"	0.723500	0.723500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"S"	1.210000	1.210000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"B"	0.630000	0.630000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"S"	0.824000	0.824000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"B"	0.889000	0.889000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"S"	1.113000	1.113000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"B"	2.210000	2.210000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"S"	1.150000	1.150000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"B"	1.587000	1.587000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"S"	1.050000	1.050000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"B"	0.880500	0.880500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"S"	1.341000	1.341000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"B"	1.016500	1.016500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"S"	1.129000	1.129000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"B"	1.244000	1.244000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"S"	0.988000	0.988000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"B"	0.710000	0.710000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"S"	1.087000	1.087000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"B"	0.841000	0.841000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"S"	0.766000	0.766000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"B"	0.840800	0.840800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"S"	0.722000	0.722000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"B"	1.182000	1.182000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"S"	0.789000	0.789000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"B"	0.844000	0.844000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"S"	0.706000	0.706000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"B"	0.786500	0.786500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"S"	1.840000	1.840000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"B"	0.808450	0.808450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"S"	0.767000	0.767000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"B"	0.530500	0.530500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"S"	0.749000	0.749000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"B"	0.573000	0.573000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"S"	0.573000	0.573000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"B"	0.664500	0.664500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"S"	0.580000	0.580000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"B"	0.675700	0.675700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"S"	0.520000	0.520000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"B"	0.743500	0.743500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"S"	1.036000	1.036000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"B"	0.926000	0.926000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"S"	1.177000	1.177000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"B"	0.832000	0.832000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"S"	2.202000	2.202000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"B"	1.167000	1.167000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"S"	1.457000	1.457000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"B"	1.522000	1.522000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"S"	1.618000	1.618000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"B"	2.400000	2.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"S"	1.594000	1.594000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"B"	1.685500	1.685500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"S"	1.608000	1.608000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"B"	1.763000	1.763000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"S"	1.461000	1.461000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"B"	0.902000	0.902000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"S"	1.129000	1.129000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"B"	0.829000	0.829000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"S"	0.887000	0.887000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"B"	0.986000	0.986000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"S"	0.905000	0.905000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"B"	1.009500	1.009500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"S"	0.947000	0.947000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"B"	0.893150	0.893150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"S"	1.016000	1.016000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"B"	1.329500	1.329500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"S"	0.716000	0.716000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"B"	0.860000	0.860000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"S"	0.964000	0.964000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"B"	0.743500	0.743500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"S"	0.986000	0.986000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"B"	0.810000	0.810000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"S"	1.249000	1.249000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"B"	0.906000	0.906000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"S"	1.389000	1.389000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"B"	1.244000	1.244000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"S"	1.674000	1.674000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"B"	1.426500	1.426500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"S"	1.547000	1.547000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"B"	1.015000	1.015000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"S"	1.272100	1.272100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"B"	1.054500	1.054500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"S"	0.865000	0.865000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"B"	0.940500	0.940500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"S"	0.850000	0.850000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"B"	0.919000	0.919000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"S"	1.010000	1.010000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"B"	0.951500	0.951500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"S"	0.685000	0.685000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"S"	0.691000	0.691000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"B"	0.738200	0.738200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"S"	0.681000	0.681000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"B"	0.680500	0.680500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"S"	0.683000	0.683000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"B"	0.623800	0.623800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"S"	0.533000	0.533000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"B"	0.656500	0.656500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"S"	0.554000	0.554000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"B"	0.644500	0.644500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"S"	0.923000	0.923000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"B"	0.721000	0.721000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"S"	0.808000	0.808000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"B"	1.379500	1.379500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"S"	1.585000	1.585000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"B"	1.401500	1.401500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"S"	1.563000	1.563000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"B"	1.151000	1.151000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"S"	1.388000	1.388000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"B"	1.039000	1.039000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"S"	1.133000	1.133000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"B"	0.836350	0.836350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"S"	1.370000	1.370000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"B"	0.846500	0.846500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"S"	0.935000	0.935000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"B"	0.864500	0.864500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"S"	0.976000	0.976000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"B"	1.113500	1.113500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"S"	0.895000	0.895000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"B"	0.776800	0.776800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"S"	0.752000	0.752000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"B"	1.069000	1.069000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"S"	0.798000	0.798000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"B"	0.784000	0.784000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"S"	1.273000	1.273000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"B"	0.618000	0.618000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"S"	0.570000	0.570000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"B"	0.596000	0.596000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"S"	0.544000	0.544000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"B"	1.088500	1.088500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"S"	0.556000	0.556000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"B"	0.783000	0.783000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"S"	0.524000	0.524000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"B"	0.760000	0.760000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"S"	1.351000	1.351000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"B"	1.155000	1.155000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"S"	1.184000	1.184000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"B"	0.793500	0.793500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"S"	1.079000	1.079000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"B"	0.862500	0.862500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"S"	0.822000	0.822000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"B"	0.763500	0.763500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"S"	0.582000	0.582000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"B"	0.819350	0.819350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"S"	0.605000	0.605000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"B"	0.719500	0.719500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"S"	0.596000	0.596000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"B"	0.583300	0.583300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"S"	0.663000	0.663000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"B"	0.440650	0.440650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"S"	0.552000	0.552000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"B"	0.487500	0.487500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"S"	0.673000	0.673000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"B"	0.665500	0.665500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"S"	0.605000	0.605000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-10-06	"B"	0.635500	0.635500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-10-06	"S"	0.740000	0.740000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-11-02	"B"	0.772500	0.772500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-11-02	"S"	0.732000	0.732000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-12-07	"B"	0.705000	0.705000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-12-07	"S"	0.932000	0.932000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-01-19	"B"	0.814000	0.814000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-01-19	"S"	0.998000	0.998000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-02-16	"B"	0.864000	0.864000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-02-16	"S"	0.701000	0.701000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-03-15	"B"	1.281000	1.281000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-03-15	"S"	1.083000	1.083000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-11	"B"	0.862000	0.862000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-11	"S"	1.555000	1.555000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-26	"B"	1.016000	1.016000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-26	"S"	1.374000	1.374000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-05-09	"B"	0.802000	0.802000	" "	""	NA	""	""	""	""	""
