"station"	"date"	"layer"	"secchi..Data.values"	"secchi..Data.value2"	"secchi.remark.codes"	"secchi.value.codes"	"secchi.reporting.level"	"secchi.reporting.method"	"secchi.reporting.units"	"secchi.analyte.method"	"secchi.analyte.name"	"secchi.unique.code"
"CB5.1"	1989-03-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-06	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-20	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-03	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-17	"S"	2.80	2.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-01	"S"	2.40	2.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-15	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-12	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-26	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-10	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-24	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-14	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-28	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-09-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-09-11	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-09-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-09-25	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-10-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-10-09	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-10-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-10-23	"S"	2.50	2.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-11-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-11-13	"S"	3.00	3.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-12-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-12-11	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-01-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-01-08	"S"	2.30	2.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-02-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-02-06	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-05	"S"	1.90	1.90	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-19	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-02	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-16	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-05-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-05-14	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-05-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-05-29	"S"	3.20	3.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-11	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-25	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-16	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-30	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-08	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-13	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-08-27	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-10	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-09-24	"S"	2.40	2.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-15	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-10-29	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-11-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-11-14	"S"	2.10	2.10	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-11-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-11-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-12-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-12-10	"S"	2.50	2.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-12-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-12-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-01-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-01-07	"S"	2.40	2.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-01-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-01-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-02-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-02-11	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-02-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-02-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-12	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-03-26	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-08	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-22	"S"	2.60	2.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-04-29	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-06	"S"	3.10	3.10	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-13	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-20	"S"	3.00	3.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-05-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-03	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-17	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-06-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-08	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-22	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-07-29	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-05	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-20	"S"	1.90	1.90	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-08-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-03	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-16	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-01	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-15	"S"	2.80	2.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-06	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-02	"S"	5.00	5.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-06	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"S"	2.50	2.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"S"	2.40	2.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"S"	2.50	2.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"S"	2.60	2.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"S"	2.60	2.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"S"	3.50	3.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"S"	2.30	2.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"S"	2.30	2.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"S"	3.00	3.00	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"S"	2.50	2.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"S"	3.30	3.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"S"	2.40	2.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"S"	2.10	2.10	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"S"	2.90	2.90	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"S"	2.50	2.50	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"S"	3.20	3.20	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
