"station"	"date"	"layer"	"secchi..Data.values"	"secchi..Data.value2"	"secchi.remark.codes"	"secchi.value.codes"	"secchi.reporting.level"	"secchi.reporting.method"	"secchi.reporting.units"	"secchi.analyte.method"	"secchi.analyte.name"	"secchi.unique.code"
"TF2.2"	1991-10-01	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-02-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-02-10	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-10	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-30	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-13	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-27	"S"	0.20	0.20	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-11	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-26	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-08	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-23	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-06	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-20	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-10	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-24	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-08	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-21	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-05	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-20	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-11-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-11-17	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-12-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-12-07	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-01-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-01-04	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-02-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-02-08	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-03-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-03-09	"S"	0.20	0.20	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-04-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-04-12	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-10	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-24	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-14	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-28	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-12	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-26	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-09	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-23	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-13	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-27	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-04	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-18	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-11-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-11-15	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-12-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-12-06	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-01-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-01-03	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-07	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-21	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-04	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-18	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-02	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-24	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-13	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-27	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-07-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-07-11	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-07-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-07-25	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-08-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-08-15	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-08-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-08-29	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-09-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-09-12	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-09-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-09-26	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-10-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-10-11	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-10-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-10-24	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-11-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-11-14	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-12-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-12-12	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-01-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-01-09	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-02-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-02-21	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-03-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-03-06	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-03-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-03-20	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-04-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-04-10	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-04-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-04-24	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-05-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-05-08	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-05-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-05-22	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-06-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-06-05	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-06-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-06-19	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-07-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-07-10	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-07-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-07-24	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-08-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-08-07	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-08-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-08-21	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-09-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-09-05	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-09-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-09-18	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-10-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-10-02	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-10-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-10-16	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-11-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-11-13	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-12-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1995-12-13	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-01-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-01-25	"S"	0.20	0.20	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-02-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-02-14	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-03-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-03-11	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-03-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-03-25	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-04-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-04-08	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-04-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-04-22	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-05-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-05-13	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-05-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-05-28	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-06-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-06-10	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-06-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-06-24	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-07-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-07-08	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-07-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-07-22	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-08-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-08-05	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-08-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-08-26	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-09-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-09-09	"S"	0.10	0.10	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-09-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-09-23	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-10-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-10-07	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-10-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-10-21	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-11-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1996-11-18	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-01-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-01-15	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-02-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-02-10	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-03-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-03-04	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-03-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-03-17	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-04-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-04-02	"S"	0.20	0.20	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-04-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-04-14	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-05-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-05-12	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-05-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-05-27	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-06-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-06-09	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-06-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-06-23	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-07-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-07-14	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-07-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-07-28	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-08-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-08-11	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-08-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-08-25	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-09-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-09-08	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-09-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-09-22	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-10-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-10-14	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-10-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-10-27	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-11-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-11-17	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-12-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1997-12-08	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-01-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-01-05	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-02-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-02-09	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-03-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-03-23	"S"	0.10	0.10	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-04-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-04-06	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-04-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-04-20	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-05-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-05-04	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-05-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-05-18	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-06-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-06-01	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-06-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-06-15	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-07-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-07-06	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-07-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-07-20	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-08-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-08-03	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-08-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-08-17	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-09-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-09-01	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-09-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-09-14	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-10-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-10-13	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-10-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-10-26	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-11-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-11-16	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-12-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1998-12-14	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-03-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-03-01	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-03-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-03-17	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-04-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-04-26	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-05-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-05-10	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-05-24	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-06-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-06-07	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-06-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-06-21	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-07-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-07-06	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-07-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-07-19	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-08-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-08-02	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-08-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-08-16	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-09-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-09-07	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-09-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-09-22	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-10-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-10-05	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-10-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-10-18	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-11-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1999-11-01	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"TF2.2"	2000-01-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2000-01-19	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"TF2.2"	2000-02-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2000-02-15	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"TF2.2"	2000-03-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2000-03-13	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
