"","values","value2"
"1000",0.63,0.63
"1001",0.516,0.516
"1002",0.643,0.643
"1003",0.554,0.554
"1004",0.964,0.964
"1005",1.007,1.007
"1006",0.785,0.785
"1007",1.086,1.086
"1008",1.314,1.314
"1009",0.967,0.967
"1010",1.266,1.266
"1011",0.8425,0.8425
"1012",1.162,1.162
"1013",0.73475,0.73475
"1014",1.028,1.028
"1015",0.7925,0.7925
"1016",0.757,0.757
"1017",NA,NA
"1018",NA,NA
"1019",NA,NA
"1020",NA,NA
"1021",NA,NA
"1022",NA,NA
"1023",NA,NA
"1024",NA,NA
"1025",NA,NA
"1026",NA,NA
"1027",NA,NA
"1028",NA,NA
"1029",NA,NA
"1030",NA,NA
"1031",NA,NA
"1032",NA,NA
"1033",NA,NA
"1034",NA,NA
"1035",NA,NA
"1036",NA,NA
"1037",NA,NA
"1038",NA,NA
"1039",NA,NA
"1040",NA,NA
"1041",NA,NA
"1042",NA,NA
"1043",NA,NA
"1044",NA,NA
"1045",NA,NA
"1046",NA,NA
"1047",NA,NA
"1048",NA,NA
"1049",NA,NA
"1050",NA,NA
"1051",NA,NA
"1052",NA,NA
"1053",NA,NA
"1054",NA,NA
"1055",NA,NA
"1056",NA,NA
"1057",NA,NA
"1058",0.683,0.683
"1059",0.79,0.79
"1060",0.717,0.717
"1061",0.69,0.69
"1062",0.6426,0.6426
"1063",0.216,0.615
"1064",0.716,0.716
"1065",0.261,0.687
"1066",0.7403,0.7403
"1067",1.141,1.141
"1068",0.75,0.75
"1069",0.716,0.716
"1070",0.4623,0.4623
"1071",0.621,0.621
"1072",0.596,0.596
"1073",0.649,0.649
"1074",0.572,0.572
"1075",0.711,0.711
"1076",0.591,0.591
"1077",0.693,0.693
"1078",0.5982,0.5982
"1079",0.68,0.68
"1080",0.6392,0.6392
"1081",0.543,0.543
"1082",0.7024,0.7024
"1083",0.506,0.506
"1084",0.6534,0.6534
"1085",0.663,0.663
"1086",0.7764,0.7764
"1087",0.593,0.593
"1088",0.664,0.664
"1089",0.503,0.503
"1090",0.9595,0.9595
"1091",0.587,0.587
"1092",0.5892,0.5892
"1093",0.484,0.484
"1094",0.598,0.598
"1095",0.731,0.731
"1096",0.709,0.709
"1097",0.6753,0.6753
"1098",0.744,0.744
"1099",0.914,0.914
"1100",1.029,1.029
"1101",0.984,0.984
"1102",1.077,1.077
"1103",0.978,0.978
"1104",1.407,1.407
"1105",1.759,1.759
"1106",1.357,1.357
"1107",1.128,1.128
"1108",0.75,0.75
"1109",0.897,0.897
"1110",0.724,0.724
"1111",0.9916,0.9916
"1112",NA,NA
"1113",0.7283,0.7283
"1114",0.677,0.677
"1115",0.92925,0.92925
"1116",0.7465,0.7465
"1117",0.4085,0.4085
"1118",0.732,0.732
"1119",0.49065,0.49065
"1120",0.5577,0.5577
"1121",0.5926,0.5926
"1122",0.48355,0.48355
"1123",0.68905,0.68905
"1124",0.58395,0.58395
"1125",0.537,0.537
"1126",0.529,0.529
"1127",0.65185,0.65185
"1128",0.46215,0.46215
"1129",0.323,0.323
"1130",0.3366,0.3366
"1131",0.3579,0.3579
"1132",0.308,0.308
"1133",0.4539,0.4539
"1134",0.48,0.48
"1135",0.535,0.535
"1136",0.813,0.813
"1137",0.524,0.524
"1138",0.633,0.633
"1139",0.797,0.797
"1140",0.696,0.696
"1141",0.54,0.54
"1142",0.639,0.639
"1143",0.777,0.777
"1144",1.057,1.057
"1145",0.932,0.932
"1146",0.919,0.919
"1147",0.819,0.819
"1148",1.003,1.003
"1149",0.8842,0.8842
"1150",1.031,1.031
"1151",0.6802,0.6802
"1152",0.926,0.926
"1153",0.6054,0.6054
"1154",0.7082,0.7082
"1155",0.9823,0.9823
"1156",0.8693,0.8693
"1157",0.5989,0.5989
"1158",0.3581,0.3581
"1159",0.2322,0.2322
"1160",0.5016,0.5016
"1161",0.5136,0.5136
"1162",0.459,0.459
"1163",0.4527,0.4527
"1164",0.3406,0.3406
"1165",0.5824,0.5824
"1166",0.5319,0.5319
"1167",0.655,0.655
"1168",0.5032,0.5032
"1169",0.667,0.667
"1170",0.718,0.718
"1171",0.695,0.695
"1172",0.611,0.611
"1173",0.4919,0.4919
"1174",0.645,0.645
"1175",0.5508,0.5508
"1176",0.6,0.6
"1177",0.604,0.604
"1178",0.69,0.69
"1179",0.965,0.965
"1180",0.8,0.8
"1181",0.643,0.643
"1182",0.708,0.708
"1183",0.866,0.866
"1184",0.872,0.872
"1185",0.622,0.622
"1186",0.949,0.949
"1187",0.819,0.819
"1188",0.954,0.954
"1189",0.747,0.747
"1190",0.87,0.87
"1191",0.674,0.674
"1192",0.78,0.78
"1193",0.658,0.658
"1194",0.747,0.747
"1195",0.6136,0.6136
"1196",0.526,0.526
"1197",0.502,0.502
"1198",0.58,0.58
"1199",0.4967,0.4967
"1200",0.644,0.644
"1201",0.588,0.588
"1202",0.462,0.462
"1203",0.5839,0.5839
"1204",0.66,0.66
"1205",0.5283,0.5283
"1206",0.543,0.543
